Recipe Title,URL,Blogger Name,Alignment Score,Meal Type,Cuisine Style,Rating,Notes
"Pan-Seared Salmon with Peas, Chanterelles and Dill-Chive Sauce",https://eye-swoon.com/recipes/pan-seared-salmon-with-peas-chanterelles-and-dill-chive-sauce,Eye Swoon,85,Dinner,American,,"Spring salmon atop golden chanterelles, vibrant peas and deep-green dill-chive herb sauce"
Roasted Cod with Citrus and Fennel,https://eye-swoon.com/blogs/eyeswoon-unplugged/slow-roasted-cod-with-citrus-and-fennel,Eye Swoon,85,Dinner,Mediterranean,,Slow-roasted cod in citrus and fennel; Athena Calderone's easiest one-pot meal
Grilled Swordfish with Roasted Lemon Olive Chutney,https://eye-swoon.com/swordfish-with-raisins-and-roasted-lemon-olive-chutney,Eye Swoon,85,Dinner,Mediterranean,,Grilled swordfish with raisins and tangy roasted lemon-olive chutney; sophisticated low-carb entree
3 Easy Fish Recipes Cooked 3 Ways,https://eye-swoon.com/blogs/recipes/easy-fish-recipe-athena-calderone,Eye Swoon,85,Dinner,American,,"Athena Calderone teaches grilled, roasted, and parchment-steamed fish; three techniques, one guide"
Sheet Pan Garlic Herb Salmon Lobster and Veggies,https://www.orchidsandsweettea.com/sheet-pan-garlic-herb-salmon-lobster-veggies/,Orchids + Sweet Tea,84,Dinner,American,4.7 (10 ratings),"Easy sheet pan with salmon, lobster tails and vegetables in garlic herb seasoning; impressive yet simple"
Garlic Butter Salmon and Lobster in Creamy Lemon Parmesan Sauce,https://www.orchidsandsweettea.com/garlic-butter-salmon-lobster-in-creamy-lemon-parmesan-sauce/,Orchids + Sweet Tea,84,Dinner,American,5 (2 ratings),Salmon and lobster in garlic butter with creamy lemon parmesan sauce; on your plate in 40 minutes
Weeknight Gochujang Shrimp Tacos,https://www.orchidsandsweettea.com/gochujang-shrimp-tacos/,Orchids + Sweet Tea,84,Dinner,Korean,5 (3 ratings),Bold spicy sweet-savory gochujang shrimp with roasted tomatoes and cilantro lime sauce; serve in lettuce for low-carb
Jamaican Spatchcock Jerk Whole Roast Chicken,https://www.orchidsandsweettea.com/jerk-whole-roast-chicken/,Orchids + Sweet Tea,84,Dinner,Caribbean,4.62 (13 ratings),Spatchcocked whole chicken with bold jerk seasoning and sticky maple BBQ glaze; every bite infused with flavor
Jamaican Baked BBQ Jerk Chicken Legs,https://www.orchidsandsweettea.com/jamaican-baked-bbq-jerk-chicken-legs/,Orchids + Sweet Tea,84,Dinner,Caribbean,5 (1 rating),Organic chicken legs marinated in Jamaican green seasoning and jerk paste; bold authentic Caribbean flavor
Authentic Jamaican Curry Chicken,https://www.orchidsandsweettea.com/authentic-jamaican-curry-chicken/,Orchids + Sweet Tea,84,Dinner,Caribbean,4.69 (58 ratings),Authentic Jamaican curry chicken; serve over cauliflower rice for a low-carb version of this classic
Crispy Baked Tofu,https://cookieandkate.com/how-to-make-crispy-baked-tofu/,Cookie and Kate,93,Dinner,Asian,4.8 (738 ratings),Kate's guide to perfectly crispy baked tofu; fantastic for adding plant-based protein to stir-fries and bowls
Thai Mango Cabbage Wraps with Crispy Tofu,https://cookieandkate.com/thai-mango-cabbage-wraps/,Cookie and Kate,93,Dinner,Asian,4.9 (120 ratings),"Crispy tofu in Thai-style cabbage wraps with peanut sauce; light, fresh and high-protein vegetarian dinner"
Chicken Stir Fry,https://www.loveandlemons.com/chicken-stir-fry/,Love and Lemons,90,Dinner,Asian,,"Love and Lemons chicken stir fry; veggie-forward with a bright sauce, perfect low-carb weeknight dinner"
Chipotle Shrimp Tacos,https://www.loveandlemons.com/shrimp-tacos/,Love and Lemons,90,Dinner,Mexican,,Spicy creamy chipotle aioli with perfectly seared shrimp; serve in lettuce cups for low-carb
Tequila Lime Fish Tacos,https://www.loveandlemons.com/tequila-lime-fish-tacos/,Love and Lemons,90,Dinner,Mexican,,Tequila lime marinated fish in crispy tacos; serve in lettuce wraps to keep low-carb
Skillet Chicken Thighs (Crispy and Juicy),https://www.twopeasandtheirpod.com/easy-skillet-chicken-thighs/,Two Peas and Their Pod,81,Dinner,American,4.56 (1855 ratings),Easy skillet chicken thighs with simple garlic cream sauce; weeknight or entertaining favorite
Sweet and Spicy Grilled Chicken,https://www.twopeasandtheirpod.com/sweet-and-spicy-grilled-chicken/,Two Peas and Their Pod,81,Dinner,American,4.82 (16 ratings),"Chili, cumin, paprika and garlic-rubbed grilled chicken thighs; summer grilling staple"
Chili Lime Grilled Chicken,https://www.twopeasandtheirpod.com/chili-lime-grilled-chicken/,Two Peas and Their Pod,81,Dinner,American,4.63 (8 ratings),Juicy moist grilled chicken with chili and lime; perfect summertime low-carb dinner
Shrimp Tacos,https://www.twopeasandtheirpod.com/shrimp-tacos/,Two Peas and Their Pod,81,Dinner,Mexican,4.75 (12 ratings),"Fresh shrimp tacos with grilled pineapple salsa; ready in 25 minutes, serve in lettuce for low-carb"
One Pot 30 Minute Chicken Korma,https://dishedbykate.com/chicken-korma/,Dished by Kate,90,Dinner,Indian,,"Mild creamy chicken korma ready in 30 minutes; no marinating needed, serve over cauliflower rice for low-carb"
Simple Crispy Chicken Thighs,https://alexandracooks.com/2014/11/18/genius-chicken-lemon-canal-house/,Alexandra Cooks,87,Dinner,American,5 (3 ratings),Canal House genius recipe with just 5 ingredients; stovetop method for ultra-crispy skin and juicy meat
Chicken with Preserved Lemons and Green Olives,https://alexandracooks.com/2014/03/12/chicken-with-preserved-lemons-green-olives/,Alexandra Cooks,87,Dinner,Mediterranean,5 (1 rating),Braised chicken thighs with preserved lemon and briny green olives; North African-inspired tagine style
"Roasted Chicken Legs with Dates, Olives and Capers",https://ottolenghi.co.uk/pages/recipes/roasted-chicken-legs-dates-olives-capers,Ottolenghi,88,Dinner,Middle Eastern,,"Yotam Ottolenghi; slow-roasted chicken legs with sweet dates, briny olives, and capers; bold contrast of flavors; naturally low-carb"
Roasted Chicken with Clementines and Arak,https://ottolenghi.co.uk/pages/recipes/roasted-chicken-clementines-arak,Ottolenghi,88,Dinner,Middle Eastern,,"Ottolenghi classic; chicken marinated in arak (anise liqueur), fennel, and clementines; aromatic and citrus-forward; low-carb"
Preserved Lemon Chicken,https://ottolenghi.co.uk/pages/recipes/preserved-lemon-chicken,Ottolenghi,88,Dinner,Middle Eastern,,"Ottolenghi; chicken braised with preserved lemons, olives, and herbs; deeply savory North African-inspired flavors; low-carb"
Za'atar Salmon with Tahini and Tomatoes,https://ottolenghi.co.uk/pages/recipes/zaatar-salmon-tahini,Ottolenghi,88,Dinner,Middle Eastern,,"Ottolenghi; salmon fillets rubbed with za'atar, served over tahini sauce with cherry tomatoes; simple weeknight dish; naturally low-carb"
Salmon Puttanesca,https://ottolenghi.co.uk/pages/recipes/salmon-puttanesca,Ottolenghi,88,Dinner,Mediterranean,,"Ottolenghi; salmon baked in a bold puttanesca sauce with olives, capers, and anchovies; Italian-inspired; low-carb and high-impact"
Pan-Fried Salmon with Pine Nut Salsa,https://ottolenghi.co.uk/pages/recipes/grilled-salmon-pine-nut-salsa,Ottolenghi,88,Dinner,Mediterranean,,"Ottolenghi; pan-seared salmon finished with a warm pine nut, basil, and caper salsa; elegant and low-carb"
Tropical Chicken Salad,https://www.foodbymars.com/tropical-chicken-salad-paleo-aip-whole30/,Food By Mars,88,Lunch,American,4 (19 ratings),"AIP/Paleo/Whole30; grilled chicken with mango, avocado, and greens; bright tropical flavors; dairy-free, grain-free, low-carb"
Paleo Greek Meatballs (Keftedes),https://www.foodbymars.com/paleo-greek-meatballs-keftedes-aip-friendly/,Food By Mars,88,Dinner,Mediterranean,3.92 (37 ratings),"AIP-friendly Paleo keftedes with herbs and lemon; grain-free, dairy-free; served with tzatziki or greens; low-carb"
Paleo Paella,https://www.foodbymars.com/paleo-paella-whole30-low-carb/,Food By Mars,88,Dinner,Spanish,4.36 (14 ratings),"Whole30/Paleo paella using cauliflower rice instead of white rice; shrimp, chicken, and chorizo; bold spiced saffron base; low-carb"
Ground Chicken Taco Salad,https://www.foodbymars.com/paleo-ground-chicken-taco-salad/,Food By Mars,88,Lunch,Mexican,4.62 (42 ratings),Paleo/Whole30 taco salad with seasoned ground chicken over greens; no beans or tortillas; fresh salsa and avocado; low-carb
Palak Tofu (Tofu in Spinach Curry),https://www.veganricha.com/palak-tofu-tofu-in-spinach-curry-vegan/,Vegan Richa,80,Dinner,Indian,4.97 (147 ratings),"Vegan spin on palak paneer; tofu simmered in spiced spinach-cream sauce; protein-rich, gluten-free; low-carb comfort dish"
Spiced Spinach Tofu Stir Fry,https://www.veganricha.com/spiced-spinach-tofu-stir-fry/,Vegan Richa,80,Dinner,Indian,5 (33 ratings),"Crispy tofu stir-fried with spinach, cumin, and Indian spices; quick weeknight recipe; vegan, gluten-free, low-carb"
Tofu Jalfrezi,https://www.veganricha.com/tofu-jalfrezi/,Vegan Richa,80,Dinner,Indian,5 (21 ratings),Vegan take on classic jalfrezi; tofu and peppers in a tangy tomato-onion sauce; bold restaurant-style curry; low-carb
Sheet Pan Gochujang Tofu Bowl,https://www.veganricha.com/sheet-pan-gochujang-bowl/,Vegan Richa,80,Dinner,Korean,5 (13 ratings),"Sheet pan tofu glazed with gochujang and sesame; roasted with broccoli and bok choy; spicy-sweet; vegan, low-carb"
Palak Tempeh (Tempeh in Spinach Tomato Sauce),https://www.veganricha.com/palak-tempehtempeh-in-spinach-tomato/,Vegan Richa,80,Dinner,Indian,5 (5 ratings),Tempeh simmered in palak-style spinach and tomato curry; high-protein plant-based entree; gluten-free option; low-carb
Teriyaki Tofu and Tempeh Casserole,https://simple-veganista.com/teriyaki-tofu-tempeh-casserole/,The Simple Veganista,81,Dinner,Asian,5 (9 ratings),"Simple Veganista; baked tofu and tempeh in homemade teriyaki sauce; plant-based, whole-food ingredients; can be served low-carb over cauliflower rice"
Black Pepper Tofu,https://simple-veganista.com/hot-pepper-tofu/,The Simple Veganista,81,Dinner,Asian,5 (21 ratings),"Simple Veganista; crispy tofu in a sticky, savory black pepper sauce with scallions; quick weeknight recipe; vegan, gluten-free option, low-carb when served without rice"
Roasted Orange Tempeh with Asparagus,https://simple-veganista.com/orange-roasted-tempeh-asparagus/,The Simple Veganista,81,Dinner,American,5 (1 rating),Simple Veganista; oven-roasted tempeh glazed in orange-miso sauce with crisp asparagus; plant-based protein; naturally low-carb sheet pan meal
"One-Pan Roast Chicken with Shallots, Mustard and White Wine",https://alexandracooks.com/2018/02/01/roast-chicken-and-shallots-with-mustard-white-wine-and-thyme/,Alexandra Cooks,87,Dinner,French,4.9 (18 ratings),Alexandra's Kitchen; bone-in chicken pieces roasted with whole shallots in a Dijon mustard and white wine pan sauce; elegant yet simple; low-carb
Pan-Seared Cod with Sauce Niçoise,https://alexandracooks.com/2016/07/14/fish-sauce-nicoise/,Alexandra Cooks,87,Dinner,French,5 (6 ratings),"Alexandra's Kitchen; cod fillets seared and served with a bold Provençal sauce of tomatoes, olives, capers, and anchovies; Mediterranean-inspired; low-carb"
Ina Garten's Mustard-Roasted Chicken,https://alexandracooks.com/2013/10/24/ina-gartens-mustard-roasted-chicken/,Alexandra Cooks,87,Dinner,American,4.7 (25 ratings),"Alexandra's Kitchen featuring Ina Garten's method; chicken pieces coated in Dijon mustard, herbs, and breadcrumbs then roasted until golden; classic comfort; relatively low-carb"
High-Protein Sushi-Inspired Chicken Salad,https://dishedbykate.com/sushi-inspired-chicken-salad/,Dished by Kate,90,Lunch,Asian,,"Dished by Kate; nearly 50g protein per serving; shredded chicken with avocado, cucumber, scallions, and sesame dressing; sushi flavors without rice; low-carb"
Chicken Piccata Meatballs,https://dishedbykate.com/chicken-piccata-meatballs/,Dished by Kate,90,Dinner,Italian,5 (1 rating),"Dished by Kate; juicy chicken meatballs in a lemony piccata sauce with capers and white wine; high-protein, low-carb alternative to traditional piccata"
Creamy Coconut Gochujang Chicken Meatballs,https://dishedbykate.com/coconut-gochujang-meatballs/,Dished by Kate,90,Dinner,Korean,,"Dished by Kate; golden chicken meatballs simmered in a creamy, spicy-sweet coconut gochujang sauce; bold fusion flavors; low-carb, dairy-free"
Healthy Beef and Broccoli Stir Fry,https://allthehealthythings.com/healthy-beef-and-broccoli-stir-fry/,All the Healthy Things,84,Dinner,Asian,5 (50 ratings),"All the Healthy Things; Whole30-compliant beef and broccoli stir fry with flank or sirloin steak; ready in 10 minutes; paleo, gluten-free, low-carb"
Sumac Roast Chicken with Lemon and Garlic,https://www.saveur.com/sumac-roast-chicken-lemon-and-garlic-recipe/,Saveur,81,Dinner,Middle Eastern,,"Saveur; Egyptian-style roast chicken rubbed with tart sumac, garlic, and fresh lemon; fragrant and boldly flavored; naturally low-carb"
"Red Roast Chicken with Fennel, Lemon, and Zucchini",https://www.saveur.com/red-roast-chicken-with-lemon-and-garlic-recipe/,Saveur,81,Dinner,Mediterranean,,"Saveur; paprika-rubbed roast chicken over a bed of fennel, zucchini, and citrus; earthy, smoky flavors; one-pan, low-carb"
Veal Saltimbocca,https://www.saveur.com/this-old-school-veal-saltimbocca-is-worth-mastering/,Saveur,81,Dinner,Italian,,"Saveur; classic Roman saltimbocca with pan-seared veal scaloppine, prosciutto, and fresh sage in a white wine butter sauce; elegant and low-carb"
"Broiled Salmon Steaks with Tomatoes, Onions, and Tarragon",https://www.saveur.com/article/Recipes/Broiled-Salmon-Steaks-with-Tomatoes-Onions-and-Tarragon/,Saveur,81,Dinner,American,,"Saveur; broiled salmon steaks on a bed of fresh tomatoes, onions, and tarragon; simple, classic preparation; low-carb and naturally gluten-free"
Greek Chicken Bowl Recipe,https://www.jaroflemons.com/greek-chicken-rice-bowls/,Jar of Lemons,94,Entree,Mediterranean,4.63 (16 ratings),"Tender chicken marinated in Greek yogurt sauce with tzatziki, served over seasoned rice. Fresh, bright Mediterranean flavors with high protein content."
General Tso's Chicken Bowls,https://www.jaroflemons.com/general-tsos-chicken-bowls/,Jar of Lemons,94,Entree,Asian,5 (2 ratings),Crispy pan-fried chicken tossed in sweet umami sauce with colorful veggies. Quick 35-minute meal with 41g protein per serving.
Honey Sesame Chicken Meal Prep Bowls,https://www.jaroflemons.com/honey-sesame-chicken-meal-prep-bowls/,Jar of Lemons,94,Entree,Asian,4.75 (32 ratings),Crispy chicken tossed in honey sesame sauce with lime rice and sautéed vegetables. Gluten-free with excellent meal prep potential.
Orange Chicken Meal Prep Bowls,https://www.jaroflemons.com/orange-chicken-meal-prep-bowls/,Jar of Lemons,94,Entree,Asian,4.89 (27 ratings),"Crispy chicken in bright orange honey sauce with jasmine rice and stir-fried vegetables. Punchy, sweet-savory flavors."
Ginger Beef and Broccoli Bowls,https://www.jaroflemons.com/ginger-beef-broccoli-bowls/,Jar of Lemons,94,Entree,Asian,5 (6 ratings),Thinly sliced flank steak in ginger sauce with crisp broccoli. One-skillet meal ready in 30 minutes.
Chicken and Seafood Paella,https://www.jaroflemons.com/chicken-and-seafood-paella/,Jar of Lemons,94,Entree,Mediterranean,4.7 (73 ratings),"Spanish paella with chicken and shrimp, saffron-infused rice cooked in cast iron. Features crispy socarrat layer."
Chicken Lo Mein,https://www.jaroflemons.com/chicken-lo-mein/,Jar of Lemons,94,Entree,Asian,4.89 (9 ratings),Flavorful chicken with loads of vegetables and noodles in sesame garlic sauce. Under 30 minutes.
Sumac Salmon with Golden Rice,https://dishingouthealth.com/sumac-salmon-with-golden-rice/,Dishing Out Health,95,Entree,Mediterranean,5 (10 ratings),Sumac-crusted salmon with turmeric golden rice and crisp green beans. Nourishing anti-inflammatory dinner.
Sumac Salmon Tacos with Coriander-Mint Yogurt,https://dishingouthealth.com/sumac-salmon-tacos-coriander-mint-yogurt/,Dishing Out Health,95,Entree,Middle Eastern,,Crispy-skinned salmon with sumac spice paired with cool coriander-mint yogurt. Fresh herb flavors with warm Middle Eastern seasonings.
Mediterranean Salmon Skillet,https://dishingouthealth.com/mediterranean-salmon-skillet/,Dishing Out Health,95,Entree,Mediterranean,4.87 (23 ratings),Pan-seared salmon with couscous and olive-pistachio salsa. One-pan meal in 40 minutes.
Honey-Harissa Baked Salmon,https://dishingouthealth.com/harissa-baked-salmon/,Dishing Out Health,95,Entree,Mediterranean,5 (15 ratings),Flaky salmon in smoky-sweet honey-harissa glaze with dill rice. Restaurant-quality 30-minute meal.
Pan Seared Salmon with Rosemary-Walnut Sauce,https://dishingouthealth.com/pan-seared-salmon-with-rosemary-walnut-sauce/,Dishing Out Health,95,Entree,Mediterranean,5 (4 ratings),Pan-seared salmon with dairy-free walnut-rosemary sauce. Heart-healthy 30-minute dish.
Tandoori Salmon Bowls,https://somuchfoodblog.com/tandoori-salmon-bowls/,So Much Food Blog,95,Entree,Indian,5 (2 ratings),"Salmon marinated in yogurt and warm Indian spices, roasted until browned. Served over basmati rice with raita."
Tandoori Chicken Bowls,https://somuchfoodblog.com/tandoori-chicken-bowls/,So Much Food Blog,95,Entree,Indian,5 (4 ratings),"Grilled tandoori chicken with cumin-turmeric rice, cilantro chutney and cucumber yogurt sauce."
Salmon Burgers,https://themodernproper.com/salmon-burgers,The Modern Proper,94,Entree,American,4.9 (11 ratings),"Fresh salmon burgers with Old Bay seasoning, topped with melty Havarti and caramelized onions. Grill or skillet-cooked."
30-Minute Garlic-Ginger Salmon Dinner,https://themodernproper.com/30-minute-garlic-ginger-salmon-dinner,The Modern Proper,94,Entree,Asian,5 (2 ratings),Salmon en papillote with garlic-ginger sauce and vegetables. Steams in 10-12 minutes for easy cleanup.
Braised Short Ribs,https://tastesbetterfromscratch.com/braised-short-ribs/,Tastes Better From Scratch,94,Entree,American,4.99 (2795 ratings),"Fall-off-the-bone short ribs in rich sauce with carrots and onions. One-pot meal with deep, savory flavors."
Perfect Roasted Leg of Lamb,https://www.themediterraneandish.com/mediterranean-style-leg-of-lamb-recipe-with-potatoes/,The Mediterranean Dish,94,Entree,Mediterranean,4.76 (221 ratings),"Mediterranean-seasoned leg of lamb with garlic, oregano, mint, and lemon. Roasted with meltingly delicious potatoes."
Mediterranean Garlic Herb Crusted Rack of Lamb,https://www.themediterraneandish.com/roast-lamb-rack-recipe/,The Mediterranean Dish,94,Entree,Mediterranean,4.83 (235 ratings),"Tender rack of lamb with garlic-herb crust. Elegant yet simple with rosemary, parsley, and red pepper flakes."
Lamb Burgers,https://www.themediterraneandish.com/lamb-burgers/,The Mediterranean Dish,94,Entree,Mediterranean,4.9 (46 ratings),"Greek-style lamb burgers with fresh herbs, cumin, and oregano. Served with tzatziki, feta, and olives."
Mediterranean Grilled Lamb Leg with Mint Pesto,https://www.themediterraneandish.com/mediterranean-grilled-lamb-leg-mint-pesto/,The Mediterranean Dish,94,Entree,Mediterranean,4.9 (14 ratings),Butterflied lamb leg with Mediterranean marinade and fresh mint pesto. Vibrant herb topping over grilled lamb.
Tea-Smoked Five Spice Salmon,https://www.feastingathome.com/tea-smoked-five-spice-salmon/,Feasting at Home,93,Entree,Asian,4.8 (13 ratings),"Szechuan tea-smoked salmon using wok technique with rice, sugar, and tea. Subtle earthiness with five spice warmth."
Salmon Burgers,https://www.feastingathome.com/salmon-burger/,Feasting at Home,93,Entree,American,5 (23 ratings),"Healthy salmon burgers with dijon mustard, shallot, and parsley. Grill, pan-sear, or air-fry with moist, flavorful texture."
Baked Salmon Poke Bowls,https://dishedbykate.com/baked-salmon-poke-bowls/,Dished by Kate,90,Entree,Asian,5 (2 ratings),Honey miso baked salmon over rice with crunchy vegetables and zingy dressing. Better-than-takeout in 30 minutes.
Easy Baked Salmon Sushi Cups,https://dishedbykate.com/easy-baked-salmon-sushi-cups/,Dished by Kate,90,Entree,Asian,,"Sushi cups with seasoned rice, baked salmon, and nori. Great hot or cold with gochujang or garlic aioli drizzle."
Quick Bang Bang Salmon Bowls,https://dishedbykate.com/quick-bang-salmon-bowls/,Dished by Kate,90,Entree,Asian,,Crispy charred salmon bites in spicy creamy bang bang sauce over rice. Ready in 20 minutes.
Saucy Salmon Curry Rice Bowls,https://kalejunkie.com/saucy-salmon-curry-rice-bowls/,Kalejunkie,90,Entree,Asian,5 (1 rating),Crispy broiled salmon in creamy red curry sauce with coconut milk and lime. 20-minute dinner.
BBQ Tofu,https://www.loveandlemons.com/bbq-tofu/,Love and Lemons,90,Entree,American,5 (11 ratings),"Crispy tofu cubes with glossy sweet, tangy, smoky BBQ sauce. Oven or grill-cooked with charred edges."
Thai Green Curry,https://www.loveandlemons.com/thai-green-curry/,Love and Lemons,90,Entree,Asian,5 (5 ratings),"30-minute restaurant-worthy curry with tofu and vegetables in coconut milk. Rich, fragrant sauce with lime brightness."
Crispy Sesame Tofu,https://www.loveandlemons.com/sesame-tofu-recipe/,Love and Lemons,90,Entree,Asian,4.88 (25 ratings),"Black and white sesame seed-crusted tofu with sweet-tangy sesame sauce. Nutty, crispy exterior."
Crispy Air Fryer Tofu,https://www.loveandlemons.com/air-fryer-tofu/,Love and Lemons,90,Entree,Asian,4.95 (36 ratings),"Extra-firm tofu with tamari and sriracha coating, air-fried until crispy. Simple seasoning with golden edges."
Grilled Tofu,https://www.loveandlemons.com/grilled-tofu/,Love and Lemons,90,Entree,American,5 (10 ratings),Pressed tofu grilled until charred with customizable seasonings. Summer-friendly with smoky flavors.
Greek Feta and Melty Gouda Cheesesteak,https://www.halfbakedharvest.com/greek-feta-and-melty-gouda-cheesesteak/,Half Baked Harvest,91,Entree,Mediterranean,5 (2 ratings),"Greek-spiced lamb or beef cheesesteak piled with feta, melty gouda, and fresh toppings. Bold Mediterranean twist on a sandwich classic."
Skillet Chicken Dumplings,https://www.halfbakedharvest.com/skillet-chicken-dumplings/,Half Baked Harvest,91,Entree,Asian,3.25 (4 ratings),"One-pan chicken dumplings with chili oil, cabbage, mushrooms, and wonton wrappers. Spicy and quick weeknight dinner."
Healthy Cheddar Chicken Chili,https://www.halfbakedharvest.com/cheddar-chicken-chili/,Half Baked Harvest,91,Entree,American,5 (4 ratings),"One-pot chipotle chicken chili with beans and veggies, finished with sharp cheddar. Smoky, cozy, and lighter than traditional chili."
Parmesan Garlic Butter Crusted Halibut,https://www.halfbakedharvest.com/parmesan-garlic-butter-crusted-halibut/,Half Baked Harvest,91,Entree,American,4.75 (12 ratings),"Halibut baked under a crispy parmesan-garlic butter crust until golden. Fast, impressive, and ready in 20 minutes."
Quick Cajun Chicken and Rice,https://www.halfbakedharvest.com/quick-cajun-chicken-and-rice/,Half Baked Harvest,91,Entree,American,3.32 (16 ratings),One-skillet Cajun-seasoned chicken over buttery toasted rice with bell peppers and herbs. Full weeknight dinner in 30 minutes.
Easy Japanese Steak Bowls,https://www.halfbakedharvest.com/japanese-steak-bowls/,Half Baked Harvest,91,Entree,Asian,4.93 (13 ratings),Pan-seared steak in a savory Japanese-style sauce served over rice with scallions and sesame. Restaurant-quality bowl in under 30 minutes.
Crispy Mini Chipotle Chicken Tacos,https://www.halfbakedharvest.com/crispy-mini-chipotle-chicken-tacos/,Half Baked Harvest,91,Entree,Latin/South American,4.8 (5 ratings),"Bite-sized crispy tacos with smoky chipotle chicken. Fun, shareable format with bold smoky flavor."
Crispy Honey Parmesan Chicken Cutlets,https://www.halfbakedharvest.com/honey-parmesan-chicken-cutlets/,Half Baked Harvest,91,Entree,American,3.29 (7 ratings),Pan-fried chicken cutlets with a honey parmesan crust. Sweet-savory and crispy in under 30 minutes.
White Chicken Poblano Enchiladas,https://www.halfbakedharvest.com/white-chicken-poblano-enchiladas/,Half Baked Harvest,91,Entree,Latin/South American,3.8 (24 ratings),Creamy white sauce enchiladas with roasted poblano peppers and shredded chicken. Comforting and mildly spicy baked casserole.
Thai Peanut Chicken Noodle Bowls,https://www.halfbakedharvest.com/thai-peanut-chicken-noodle-bowls/,Half Baked Harvest,91,Entree,Asian,3.95 (19 ratings),"Tender chicken over noodles in a rich Thai peanut sauce, topped with herbs and crunchy toppings. Easy 20-minute dinner."
Quick Chicken Shawarma and Sweet Potato Bowls,https://www.halfbakedharvest.com/chicken-shawarma-and-sweet-potato-bowls/,Half Baked Harvest,91,Entree,Mediterranean,3.5 (20 ratings),"Spiced shawarma chicken over roasted sweet potatoes with warm Middle Eastern spices and tahini. Quick, nutritious bowl."
Sheet Pan Greek Chicken Pitas,https://www.halfbakedharvest.com/sheet-pan-greek-chicken-pitas/,Half Baked Harvest,91,Entree,Mediterranean,2.98 (35 ratings),Greek-marinated chicken roasted on a sheet pan and served in warm pitas with feta and tzatziki. Easy weeknight Greek street food.
One Pot Mustard Chicken and Orzo,https://www.halfbakedharvest.com/one-pot-mustard-chicken-and-orzo/,Half Baked Harvest,91,Entree,American,2.98 (45 ratings),"Roasted mustard chicken with brothy lemon orzo, carrots, and herbs all in one pot. Cozy and minimal cleanup."
Easy Spicy Salmon Sushi Stacks,https://www.halfbakedharvest.com/salmon-sushi-stacks/,Half Baked Harvest,91,Entree,Asian,3.2 (42 ratings),"Layered sushi stacks with spicy baked salmon, seasoned rice, avocado, and nori. Impressive no-roll sushi at home."
Red Wine Braised Short Ribs,https://www.halfbakedharvest.com/red-wine-braised-short-ribs/,Half Baked Harvest,91,Entree,American,3.86 (21 ratings),Beef short ribs slow-braised in red wine with herbs until fork-tender. A deeply satisfying centerpiece for a special dinner.
Dutch Oven Chicken Curry,https://www.halfbakedharvest.com/dutch-oven-chicken-curry/,Half Baked Harvest,91,Entree,Indian,3.61 (28 ratings),"Aromatic chicken curry simmered with tomatoes, coconut milk, and warm spices in a Dutch oven. Simple one-pot Indian-inspired dinner."
Creamy Chicken Tamale Pie,https://www.halfbakedharvest.com/creamy-chicken-tamale-pie/,Half Baked Harvest,91,Entree,Latin/South American,3.71 (24 ratings),"Skillet tamale pie with chili-spiced chicken, enchilada sauce, and creamy polenta baked with melty cheese. Cozy one-pan dinner."
Dump and Bake Chicken Alfredo Noodle Casserole,https://www.halfbakedharvest.com/chicken-alfredo-noodle-casserole/,Half Baked Harvest,91,Entree,Italian,2.82 (69 ratings),"Creamy chicken, broccoli, and cheese casserole baked all in one dish. Ultra-easy dump-and-bake weeknight comfort food."
Creamy Garlic Chicken Wild Rice Casserole,https://www.halfbakedharvest.com/chicken-wild-rice-casserole/,Half Baked Harvest,91,Entree,American,4.24 (26 ratings),One-pan chicken and wild rice casserole in a creamy garlic sauce. Packed with flavor and perfect for feeding a crowd.
Crockpot Sticky Sesame Ginger Chicken,https://www.halfbakedharvest.com/crockpot-sticky-sesame-ginger-chicken/,Half Baked Harvest,91,Entree,Asian,4.06 (18 ratings),Slow-cooked chicken in a sticky sesame ginger sauce with Brussels sprouts and rice. Set-and-forget weeknight dinner.
Chipotle Beef Sweet Potato Skins,https://www.halfbakedharvest.com/chipotle-beef-sweet-potato-skins/,Half Baked Harvest,91,Entree,American,5 (6 ratings),"Sweet potato skins stuffed with smoky chipotle beef, cheddar, and bacon. Hearty and fun for weeknights or game day."
Beef Enchilada Casserole,https://www.halfbakedharvest.com/beef-enchilada-casserole/,Half Baked Harvest,91,Entree,Latin/South American,3.62 (31 ratings),"Layered casserole with seasoned beef, rice, beans, tortillas, and melty cheese. Simple mix-and-bake weeknight dinner."
Skillet Tomato Cheddar Chicken Pot Pie,https://www.halfbakedharvest.com/skillet-tomato-cheddar-chicken-pot-pie/,Half Baked Harvest,91,Entree,American,3.76 (25 ratings),"One-skillet chicken pot pie with tomato and cheddar, baked until bubbly and golden. A cozy update on a classic comfort dish."
Crockpot Thai Basil Beef,https://www.halfbakedharvest.com/crockpot-thai-basil-beef/,Half Baked Harvest,91,Entree,Asian,3.58 (26 ratings),"Beef slow-cooked in a saucy Thai basil chili sauce, served over rice. Hands-off weeknight dinner with bold Thai flavors."
