Category,Recipe,Protocol,Ingredient Searched,Reason,Caution Products Found,URL
grey_area,Lemon Pepper Wings,LH,lemon pepper seasoning,"The 'lemon pepper seasoning' ingredient is ambiguous—it may contain smoked paprika or other high-histamine compounds depending on the brand. Without the exact ingredient list of this seasoning, full LH compliance cannot be guaranteed. Recommend checking the specific brand's ingredient list.",Selina Naturally Organic Lemon Pepper Seasoning With A Hint Of Celtic Sea Salt | Sauer'S Grillers Lemon Pepper Seasoning | Amazing Taste Lemon Pepper Seasoning | Kroger Salt Free Lemon Pepper Seasoning Blend | Kroger Salt Free Lemon Pepper Seasoning,https://www.acozykitchen.com/lemon-pepper-wings
grey_area,Loaded Bbq Baked Potatoes,LH,bbq sauce,"BBQ sauce brand unknown; many commercial versions contain aged/fermented elements or smoked paprika (high-histamine). Garlic and onion powders are problematic. Without knowing sauce specifics, confidence is reduced.",Kroger Whiskey Bbq Sauce & Peppercorn Dry Rub Rock N' Roll Chicken | Cades Cove Hickory Smoked Pulled Pork With Tasty Vinegar Bbq Sauce,https://pinchofyum.com/loaded-bbq-baked-potatoes
grey_area,Malai Chicken (Creamy White Chicken Curry),LH,garam masala,"Garam masala composition is not specified in the recipe—standard versions often contain black pepper and cumin (both LH triggers). The exact spice blend matters for LH compliance. If the garam masala is custom and pepper-free, the recipe may require fewer modifications. Flagging for verification of spice blend used.","Manitou Mixed Spices And Seasonings  Spice Garam Masala, Size | Aiva Products Garam Masala | Adams Reserve Garam Masala Seasoning | Laxmi Garam Masala Powder",https://www.indianhealthyrecipes.com/malai-chicken-recipe
grey_area,Mexican Shrimp Skillet,LH,taco seasoning,Tomato and taco seasoning histamine content depends on preparation method and storage time; specific brand details not provided. Fresh cherry tomatoes in small amounts are sometimes tolerated on less strict LH protocols.,Harris Teeter Taco Seasoning Mix - Original | Hy-Vee Original Taco Seasoning Mix | Farrell Specialty Foods Dairy Free Taco Seasoning | Freedom'S Choice Taco Seasoning Mix | La Tiara Taco Seasoning,https://therecipecritic.com/mexican-shrimp-recipe
grey_area,Minestrone Soup,LH,tomato,"Tomatoes are a known histamine trigger, especially in concentrated canned form. LH protocols vary on whether moderate amounts in cooked dishes are tolerated. Recipe modification is feasible but depends on individual LH sensitivity threshold. Recommend verifying tomato tolerance before serving.","Full Circle Market, Tomato Basil Chunky Soup | Frontier Soups Homemade In Minutes Mississippi Delta Tomato Basil Soup Mix | Just Tomatoes Mangos | Calhoun Bend Coating Mix, Fried Green Tomato | Boar'S Head Ham Rosemary & Sundried Tomato",https://www.loveandlemons.com/minestrone-soup
grey_area,Mixed Green Salad with Yuzu,LH,yuzu,"Low-histamine protocols vary in strictness regarding citrus (yuzu/mandarin orange segments); some protocols flag excess citrus. Mandarin segments in moderate amounts (1/2 cup) are typically tolerated, but individual thresholds vary. Flagging as uncertain for LH.","Liquid I.V. Energy Multiplier Yuzu Pineapple Drink Mix | Yuzu Mandarin Sparkling Water - Oz Cans - Good &#38; Gather&#8482; | Wilson'S Orchard & Farm Energy Seltzer, Yuzu Mango | Polar Yuzu Orange Blossom Seltzer | Liquid I.V. Energy Multiplier Energy Drink Mix Yuzu Pineapple",https://streetsmartnutrition.com/mixed-greens-and-veggie-salad-with-yuzu-dressing/#wprm-recipe-container-15043
grey_area,Moroccan Cauliflower With Tahini Honey 5 Ingredients,LH,harissa,Harissa fermentation status unclear; Mina brand specifics not provided. LH protocols vary on citrus amount tolerance; lemon juice quantity (2 Tbsp. total) may exceed some clinical thresholds.,Mighty Sesame Co Tahini Squeeze Harissa | Bayrem Tunisian Spicy Harissa | Kitchen Crafted Blnd Harissa Heat Moroccan Seasoning | Dea Harissa,https://dishingouthealth.com/moroccan-cauliflower-with-tahini-honey-5-ingredients
grey_area,Moroccan Chicken Meatballs,LH,ras el hanout,"Ras El Hanout is a complex spice blend that may contain sumac or other dried/aged spices with unknown histamine content. Without full ingredient breakdown of the specific blend used, this is uncertain. Recommend client verify blend contents or substitute with pure turmeric as safest option.","Frontier Ras El Hanout | New York Shuk Ras El Hanout Spice Blend | New York Shuk Spice Blend, Ras El Hanout",https://www.holisticfoodie.com/recipes/moroccan-chicken-meatballs#recipe-card
grey_area,Moroccan Meatball Couscous Soup,LH,curry powder,"LH protocols vary on fresh garlic and shallots (some allow, some restrict). Tomato paste is concentrated tomato (higher histamine) but small amounts (2 tbsp in large soup) may be tolerable depending on individual sensitivity. Curry powder typically contains chili (a trigger), but presence of standalone turmeric suggests it may already be factored in the spice blend.",Festival Curry Powder | Grace Ct Hot Curry Powder | Sugar 'N Spice Curry Powder | Caribbean Rhythms Mild Curry Powder | Simple Truth Organic Ground Curry Powder,https://littlespicejar.com/moroccan-meatball-couscous-soup/#mv-creation-67-jtr
grey_area,Moroccan Roasted Green Beans,LH,ras el hanout,"Ras el Hanout is a spice blend with variable composition. Standard versions contain paprika (high-histamine), cumin (seed, potentially problematic), and black pepper (histamine trigger). The exact histamine content depends on the specific brand formulation. Modification is conservative but dish identity may be compromised by removing the signature spice blend.","Frontier Ras El Hanout | New York Shuk Ras El Hanout Spice Blend | New York Shuk Spice Blend, Ras El Hanout",https://www.ibreatheimhungry.com/moroccan-roasted-green-beans-low-carb-gluten-free/#tasty-recipes-16641-jump-target
grey_area,One Pan Moroccan Chicken and Chickpeas,LH,harissa,Low-histamine protocols vary by individual tolerance; harissa and tomato paste are both problematic on stricter LH diets. The modification above assumes a moderate LH approach. Some individuals may tolerate small amounts of tomato paste or may have different cayenne tolerance. Flagging uncertainty due to protocol variability.,Mighty Sesame Co Tahini Squeeze Harissa | Bayrem Tunisian Spicy Harissa | Kitchen Crafted Blnd Harissa Heat Moroccan Seasoning | Dea Harissa,https://dishingouthealth.com/moroccan-chicken-and-chickpeas
grey_area,Pan con Tomate,LH,tomatoes,"Low-histamine protocols vary on tolerance for fresh tomatoes in small amounts. This modification significantly alters the dish by removing both garlic and potentially tomatoes, making it borderline whether the modified dish maintains its identity. Marking uncertain due to individual LH protocol variation.",Just Tomatoes Mangos,https://www.themediterraneandish.com/pan-con-tomate/#wprm-recipe-container-42581
grey_area,Pan-Seared Salmon with Soy Mustard Glaze,LH,mustard,Removing mustard significantly alters the glaze profile and the recipe's defining character. The modification is technically possible but compromises the dish's identity. Uncertain whether this crosses the threshold into 'fundamentally different recipe.',"Creole Mustard | Dion Mustard Powder | Fresh Mustard Greens | Mccormick Yellow Mustard Seed | Brookshire'S Mustard Greens, Southern Tradition, Chopped",https://www.onceuponachef.com/recipes/pan-seared-salmon-with-soy-mustard-glaze.html
no_product_found,Papa a la Huancaina,LH,aj amarillo paste,Ají amarillo paste fermentation status is unclear from ingredient list. Fresh ají amarillo chiles are lower-histamine than fermented paste. Queso fresco freshness status unknown. LH compliance heavily depends on sourcing and preparation methods not specified in recipe.,,https://www.acozykitchen.com/papa-a-la-huancaina
grey_area,Perfect Chicken Scampi,LH,lemon pepper seasoning,"Uncertainty about whether Dalkin&Co lemon pepper seasoning contains other histamine triggers beyond black pepper (some brands include smoked ingredients or additives). The wine replacement is clear, but the exact composition of the seasoning blend is not visible from the ingredient list.",Selina Naturally Organic Lemon Pepper Seasoning With A Hint Of Celtic Sea Salt | Sauer'S Grillers Lemon Pepper Seasoning | Amazing Taste Lemon Pepper Seasoning | Kroger Salt Free Lemon Pepper Seasoning Blend | Kroger Salt Free Lemon Pepper Seasoning,https://whatsgabycooking.com/perfect-chicken-scampi
no_product_found,Perfect Mashed Potatoes,LH,chicken bouillon paste,"Chicken bouillon paste may contain fermented ingredients or histamine-promoting additives; specific brand/formulation unknown. Black pepper is a known LH trigger. Without these clarifications, LH compliance is uncertain even with modifications.",,https://tastesbetterfromscratch.com/mashed-potatoes
grey_area,Phyllo Topped Ground Turkey Casserole,LH,curry powder,"Curry powder composition varies by brand; some may contain additional high-histamine spices. Exact histamine level of tomato paste is context-dependent (fresh tomatoes lower, paste higher). Modification is conservative but some uncertainty remains on histamine triggers in specific brands used.",Festival Curry Powder | Grace Ct Hot Curry Powder | Sugar 'N Spice Curry Powder | Caribbean Rhythms Mild Curry Powder | Simple Truth Organic Ground Curry Powder,https://www.jaroflemons.com/phyllo-topped-ground-turkey-casserole
grey_area,Potato Leek Soup,LH,chives,"Low-histamine compliance depends on cooking time and storage conditions (fermentation increases histamine in broths). Chicken broth is a moderate concern if not freshly made. If using fresh, recently made broth, the recipe is closer to compliant. Chives are the clearest high-histamine item (fresh herb, can accumulate histamine). Recommend using fresh broth and omitting chives garnish.","Winco Foods Chives Chopped | Birds Eye Cauliflower, Mashed, Sour Cream & Chives | Mccormick Gourmet Gourmet All Natural Chives | Mccormick Gourmet All Natural Chives | Mccormick Freeze Dried Chives",https://www.skinnytaste.com/potato-leek-soup
grey_area,Quick and Easy Shrimp Tacos,LH,salsa verde,"Uncertainty on jarred salsa verde processing method and fermentation status. Many commercial brands are fresh-based and LH-safe, but some use fermentation or aged peppers. Brand verification required. Sour cream freshness also affects compliance.",Mariano'S Casa Mercado Hot Pork Tamales In Salsa Verde Sauce | Mild Salsa Verde | Casa Sanchez Salsa Verde,https://dishingouthealth.com/easy-shrimp-tacos
grey_area,Roasted Carrots Recipe With Farro Chickpeas,LH,creme fraiche,Low-histamine is a specialized protocol and not all practitioners flag lemon in small amounts as problematic. The crème fraîche is the clearest trigger; the spice/seed removals are standard.,Alouette Creme Fraiche Cooking & Topping Cream All Natural | Madagascar Vanilla Creme Fraiche Vanilla | Ronnybrook Creme Fraiche | La Bonne Creme Fraiche | Creme Fraiche,https://cookieandkate.com/roasted-carrots-recipe-with-farro-chickpeas
grey_area,Roasted Cauliflower with Gremolata,LH,greek yogurt,"Low-histamine protocols vary on citrus limits and aged dairy (Greek yogurt is fermented/cultured). Conservative approach removes/reduces citrus and replaces yogurt, but the extent of lemon reduction depends on individual LH tolerance levels.","Pillars Drinkable Greek Yogurt, Pre & Probiotics, Mixed Berry | Wallaby Organic Greek Yogurt Plain Non Fat | Nature'S Promise Organic Non Fat Plain Greek Yogurt | Harris Teeter Plain Fat Free Greek Yogurt | Plain Whole Milk Greek Yogurt",https://dishingouthealth.com/roasted-cauliflower-with-fried-caper-gremolata/#wprm-recipe-container-35930
grey_area,Salisbury Steak,LH,ketchup,Ketchup and garlic powder contain moderate histamine; their inclusion depends on individual LH protocol strictness. Some clinical protocols flag these ingredients while others tolerate them in small quantities. Marked uncertain due to variation in LH dietary interpretation.,Geo Watkins Mushroom Ketchup | Slow Bottled Sunday Savory Plum Old-Fashioned Ketchup-Style Sauce | Nomato Ketchup,https://themodernproper.com/salisbury-steak
grey_area,Shawarma Chicken Rice Bake,LH,greek yogurt,Low-histamine protocols vary on aged/fermented foods and spice tolerances. The removal of smoked paprika and garlic significantly alters the shawarma flavor profile. Greek yogurt is a high-histamine trigger and removal/replacement is recommended but may impact the final dish character. Recommend client consult their LH practitioner for confirmation.,"Pillars Drinkable Greek Yogurt, Pre & Probiotics, Mixed Berry | Wallaby Organic Greek Yogurt Plain Non Fat | Nature'S Promise Organic Non Fat Plain Greek Yogurt | Harris Teeter Plain Fat Free Greek Yogurt | Plain Whole Milk Greek Yogurt",https://www.thegoodbite.co.uk/recipes/shawarma-chicken-rice-bake
grey_area,Sheet Pan Salmon with Moroccan Apricot Glaze,LH,apricot preserves,"Apricot preserves are made from dried apricots, which are aged/concentrated and potentially high in histamine depending on storage and processing. The exact histamine content depends on manufacturer. Black pepper is a confirmed LH trigger. Confidence in this modification is moderate due to uncertainty around the specific apricot product.",Wholesome Pantry Organic Apricot Preserves | Hy-Vee Apricot Preserves | Fareway Natural Apricot Preserves | Cadia Organic Apricot Preserves | Trader Joe'S Organic Apricot Preserves,https://killingthyme.net/2021/05/03/sheet-pan-salmon-with-moroccan-apricot-glaze
grey_area,Shrimp Oreganata,LH,lemon zest,Low-histamine protocols vary on citrus threshold. 1 tablespoon lemon zest is moderate; reducing to 1/2 teaspoon is conservative. Some LH protocols tolerate fresh lemon juice in small amounts but flag zest concentration.,Montchevre Goat Log Lemon Zest | S.Pellegrino Essenza Lemon & Lemon Zest Flavored Mineral Water | English Whte Stilton With Lemon Zest | S.Pellegrino Essenza Lemon Zest Flavored Mineral Water Can | S.Pellegrino Essenza Lemon Zest Flavored Mineral Water,https://www.themediterraneandish.com/shrimp-oreganata
grey_area,Shrimp and Mushrooms in Garlic Bisque Sauce,LH,sweet chili sauce,Removing both tomatoes and mushrooms significantly alters the bisque's texture and body. Sweet chili sauce may contain fermented components not visible in ingredient list. The dish becomes more of a shrimp-scallion sauce than a bisque.,Waterfront Bistro Shrimp Coconut With Sweet Chili Sauce | H-E-B  Tempura-Style Breaded Shrimp With Sweet Chili Sauce | Kroger Crunchy Coconut Shrimp W/ Sweet Chili Sauce | Sweet Chili Sauce - Mild,https://natashaskitchen.com/shrimp-and-mushrooms-in-a-garlic-bisque-sauce
no_product_found,Slow Cooker Pork Chops,LH,canned cream soup,"Canned cream soups often contain additives, preservatives, or ingredients with uncertain histamine levels (soy derivatives, modified starches). Without specific product verification, cannot guarantee LH compliance of the canned goods.",,https://tastesbetterfromscratch.com/slow-cooker-creamy-ranch-pork-chops
grey_area,Slow Cooker Salsa Verde Chicken,LH,salsa verde,The salsa verde jar ingredients are not fully specified. Commercial salsa verde may contain vinegar or other fermented ingredients; verification of the brand is needed for full LH compliance.,Mariano'S Casa Mercado Hot Pork Tamales In Salsa Verde Sauce | Mild Salsa Verde | Casa Sanchez Salsa Verde,https://allthehealthythings.com/slow-cooker-salsa-verde-chicken
grey_area,Spicy Chicken Tortilla Soup,LH,taco seasoning,"Taco seasoning ingredient list is not fully specified; many commercial blends contain paprika (high-histamine) or other restricted spices. Recommend using single spices (garlic, cumin-free, pepper-free blend) instead.",Harris Teeter Taco Seasoning Mix - Original | Hy-Vee Original Taco Seasoning Mix | Farrell Specialty Foods Dairy Free Taco Seasoning | Freedom'S Choice Taco Seasoning Mix | La Tiara Taco Seasoning,https://www.halfbakedharvest.com/crockpot-spicy-chicken-tortilla-soup/#wprm-recipe-container-46163
grey_area,Spicy Shrimp Tacos with Garlic Cilantro Lime Slaw,LH,cotija,"Ambiguity: green onions are borderline for some LH protocols (raw vs. cooked). If raw, may need removal. Recipe does not specify sour cream vs. Greek yogurt; aged Cotija is clearly high-histamine and should be removed. Recommend removing chili/cayenne and Cotija; conditional on green onion preparation method.",Ranch Market Don Francisco Cotija Cheese Tp | Vv Supremo Sierra Cotija Grated Cheese Shaker | Ole Grated Cotija Mexican Style Parmesan Cheese | Nuestro Queso Talavera Cotija Cheese Grated | Nuestro Queso Talavera Cotija Cheese,https://pinchofyum.com/spicy-shrimp-tacos-with-garlic-cilantro-lime-slaw
grey_area,Spinach Artichoke Dip,LH,worcestershire sauce,LH protocols vary on aged cheeses and the extent of tomato/pepper restrictions. Worcestershire also contains fermented ingredients (vinegar) making it high-histamine. The swap to citrus is conservative but may not fully replace the umami/savory depth Worcestershire provides.,"Nature'S Promise Organic Worcestershire Sauce | Wild Harvest Worcestershire Sauce, Organic | Sprouts Farmers Market Gluten Free Organic Worcestershire Sauce",https://www.acozykitchen.com/spinach-and-artichoke-dip
no_product_found,Steak and Caramelized Onion Salad,LH,aged mustard,"Uncertainty on exact histamine levels in aged mustard and quantity of chives—some LH protocols are stricter than others. The core swap (vinegar → citrus, Worcestershire → coconut aminos) is solid.",,https://somuchfoodblog.com/steak-and-caramelized-onion-salad
grey_area,Strawberry Feta Salad,LH,aged feta,Lemon juice in small amounts (2-3 tbsp total) may be tolerated on some LH protocols but is flagged on stricter versions. Honey is fermented (histamine-producing); maple syrup is less risky but some protocols restrict it. Aged feta is a clear trigger. Chives are less problematic than garlic but remain somewhat uncertain. Recipe has multiple borderline ingredients requiring clarification on the strictness level of the individual's LH protocol.,"Arvaniti Barrel Aged Feta Pdo | Barrel-Aged Feta Cheese | Dodoni Cheese, Barrel Aged Feta | Dodoni Barrel Aged Feta Cheese In Brine | Greek Isle Barrel Aged Feta Cheese",https://www.halfbakedharvest.com/strawberry-feta-salad/#wprm-recipe-container-181931
no_product_found,Sweet Potato Casserole with Brown Sugar Topping,LH,canned sweet potatoes,Uncertainty: brown sugar can oxidize and ferment depending on storage; canned sweet potatoes may contain preservatives that elevate histamine. Recipe is mostly LH-safe but depends on ingredient sourcing details.,,https://pinchofyum.com/sweet-potato-casserole
grey_area,Tamale Casserole,LH,tomatoes,"LH compliance is uncertain because tomatoes in moderate amounts may be tolerated depending on individual sensitivity thresholds, and the recipe does not specify whether tomatoes are fresh or canned (canned tomatoes tend to have higher histamine due to processing and storage). Recommend consulting individual LH protocol guidance.",Just Tomatoes Mangos,https://www.allrecipes.com/recipe/237983/easy-tamale-casserole
grey_area,Teriyaki Salmon,LH,mirin,"The teriyaki glaze fundamentally depends on soy sauce, mirin (fermented rice wine, borderline high-histamine), and vinegar for its signature tangy-sweet-umami profile. Replacing these components creates a significantly different dish. Additionally, mirin itself is a fermented product with potential histamine concerns. Flagging for clinical review.",Eden Foods Mirin Rice Cooking Wine | Shirakiku Mirin Flavor Seasoning | Ohsawa Genuine Mirin Organic Sweet Rice Seasoning With Sea Salt,https://www.onceuponachef.com/recipes/teriyaki-salmon.html
grey_area,Thai Basil Beef,LH,fish sauce,"Fish sauce and fermented condiments are high-histamine; coconut aminos is the stated LH replacement. However, the degree to which ginger and fresh Thai basil may be flagged as moderate-histamine in some strict LH protocols is uncertain. Ginger is generally tolerated in fresh form, and Thai basil is fresh herbs (typically safe), but this depends on individual LH sensitivity. Conservative tagging assumes fresh herbs and ginger are acceptable.",Pin Dhian Fishgravy Co. Fish Sauce,https://healmedelicious.com/aip-thai-basil-beef/#tasty-recipes-3237-jump-target
grey_area,Thai Coconut Curry Dumpling Soup,LH,fish sauce,Fish sauce fermentation level and whether lime juice is fresh vs. bottled not specified; both can affect histamine content. Thai red curry paste fermentation status unclear.,Pin Dhian Fishgravy Co. Fish Sauce,https://www.servingdumplings.com/recipe/thai-coconut-curry-dumpling-soup
grey_area,Thai Inspired Chicken Meatball Soup,LH,fish sauce,"Fish sauce fermentation level is not specified; some LH protocols tolerate small amounts of certain fermented condiments if diluted in broth. Cilantro seeds are marginally high-histamine, but fresh herb leaves are low. Confidence is lower due to the specificity required for LH protocols.",Pin Dhian Fishgravy Co. Fish Sauce,https://cooking.nytimes.com/recipes/1020631-thai-inspired-chicken-meatball-soup
grey_area,The Ultimate Sheet Pan Potatoes Au Gratin,LH,gruyere,"LH modification is complicated because aged cheeses (Gruyere, Parmesan) are high-histamine and difficult to replace without destroying the dish's identity. The recipe is named 'potatoes au gratin,' which relies on traditional cheeses. A full LH compliance would require either removing the cheeses or finding fresh non-aged alternatives, which fundamentally changes the dish. Marking uncertain because this is a borderline case where mod=true but the quality of the result is questionable.",Wegmans Medium Le Gruyere Swiss Cheese Quarter | Emmi Cave Aged Gruyere Cheese Chunk | Roth Kase Grand Cru Gruyere Cheese Chunk | Emmi Cheese Le Gruyere Mild | Red Apple Cheese Gruyere Smooth & Nutty Natural Cheese,https://kalejunkie.com/the-ultimate-sheet-pan-potatoes-au-gratin
grey_area,Traditional Greek Salad Recipe,LH,feta cheese,"Low-histamine compliance depends on whether the consumer tolerates fresh tomatoes in moderate amounts and aged feta cheese (feta is aged, borderline LH-problematic). The tomato quantity and individual tolerance thresholds create ambiguity in the final compliance determination.",Wegmans French Feta Cheese In Brine | Epiros Original Pdo Feta Cheese | Raley'S Reduced Fat Crumbled Feta Cheese | Raley'S Crumbled Greek-Style Feta Cheese | Litehouse Simply Artisan Feta Cheese Crumbles,https://www.themediterraneandish.com/traditional-greek-salad-recipe
grey_area,Turkey Sausage Spaghetti Squash Boats,LH,marinara sauce,Low-histamine protocols vary in strictness regarding nightshades like red bell pepper and the specific marinara sauce brand/freshness level. Recipe is modifiable but depends on individual LH protocol interpretation.,Gourmet Du Village Marinara Sauce Seasoning Mix,https://www.paleorunningmomma.com/spaghetti-squash-boats-turkey-sausage-paleo-whole30
grey_area,Turkey and Zucchini Lasagna,LH,marinara sauce,Marinara sauce histamine content depends on processing and age of tomato concentrate. Fresh tomatoes are lower-histamine than aged/concentrated marinara. Specific brand or recipe details would clarify compliance path.,Gourmet Du Village Marinara Sauce Seasoning Mix,https://theoregondietitian.com/zucchini-lasagna/#recipe
grey_area,Vegan Burritos,LH,salsa,"Uncertainty regarding whether standard store-bought salsa and guacamole contain high-histamine additives (vinegar, aged spices). Recommendation assumes homemade or verified LH-safe brands. Also, garlic powder may be tolerated in small quantities on some LH protocols, though fresh garlic is definitely not allowed.","Casa Silguero Salsa Tomatillo Hot Jar | Buki Salsa Hot Sauce | Mariano'S Casa Mercado Hot Pork Tamales In Salsa Verde Sauce | Southwest Salsa Co. Medium Roasted Tomatillo | La Preferida Salsa, Taquera, Hot",https://jessicainthekitchen.com/vegan-burritos/#recipe
grey_area,Vegetable Pasta Bake,LH,marinara sauce,"Marinara sauce brands often contain fermented/aged components (vinegar, aged garlic, or spices). Rao's brand is relatively clean, but full ingredient verification required. Fresh tomato sauce without vinegar is the safest LH approach.",Gourmet Du Village Marinara Sauce Seasoning Mix,https://dishingouthealth.com/vegetable-pasta-bake
grey_area,Whole30 Peppered Steak Stir-Fry,LH,fish sauce,"LH protocol has variable strictness regarding nightshade peppers and fermented fish sauce. The recipe is borderline: if following a relaxed LH protocol, it may be compliant with only vinegar/spice removal. If following strict clinical LH, peppers and fish sauce would also need removal. Flagged for customer clarification on protocol stringency.",Pin Dhian Fishgravy Co. Fish Sauce,https://thedefineddish.com/whole30-peppered-steak
skipped,Chicken Kurma (South Indian),V,,"Recipe does not explicitly list cooking liquid; assumes water or implicit broth. If bone-in chicken is used for broth infusion, tofu substitution may be less successful, but the dish remains recognizable.",,https://www.indianhealthyrecipes.com/chicken-kurma-recipe-chicken-curry
grey_area,Easy Japanese Steak Bowls,Vg,japanese barbecue sauce,Japanese barbecue sauce may contain fish-based ingredients; need to verify specific brand/recipe.,Bachan'S Original Japanese Barbecue Sauce | Yuzu Japanese Barbecue Sauce | Bachan&#39;S Hella Hot Japanese Barbecue Sauce | Bachan'S Miso Japanese Barbecue Sauce | Bachan's The Original Japanese Barbecue Sauce,https://www.halfbakedharvest.com/japanese-steak-bowls
no_product_found,Thai Coconut Curry Dumpling Soup,Vg,gyoza filling,Gyoza filling is typically pork or shrimp; exact filling not specified in ingredient list.,,https://www.servingdumplings.com/recipe/thai-coconut-curry-dumpling-soup
