Recipe Title,URL,Blogger Name,Alignment Score,Meal Type,Cuisine Style,Rating,Notes,V,V Mod,V Mod Notes,Vg,Vg Mod,Vg Mod Notes,GF,GF Mod,GF Mod Notes,DF,DF Mod,DF Mod Notes,LH,LH Mod,LH Mod Notes,LF,LF Mod,LF Mod Notes,AIP,AIP Mod,AIP Mod Notes,K,K Mod,K Mod Notes,Protein,Entree Type
Perfect Roasted Leg of Lamb,https://www.themediterraneandish.com/mediterranean-style-leg-of-lamb-recipe-with-potatoes/,The Mediterranean Dish,94.0,Entree,Mediterranean,4.76 (221 ratings),"Mediterranean-seasoned leg of lamb with garlic, oregano, mint, and lemon. Roasted with meltingly delicious potatoes.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Lamb,Roasted/Baked
Mediterranean Garlic Herb Crusted Rack of Lamb,https://www.themediterraneandish.com/roast-lamb-rack-recipe/,The Mediterranean Dish,94.0,Entree,Mediterranean,4.83 (235 ratings),"Tender rack of lamb with garlic-herb crust. Elegant yet simple with rosemary, parsley, and red pepper flakes.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Lamb,Entree
Lamb Burgers,https://www.themediterraneandish.com/lamb-burgers/,The Mediterranean Dish,94.0,Entree,Mediterranean,4.9 (46 ratings),"Greek-style lamb burgers with fresh herbs, cumin, and oregano. Served with tzatziki, feta, and olives.",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Lamb,Sandwich/Burger
Mediterranean Grilled Lamb Leg with Mint Pesto,https://www.themediterraneandish.com/mediterranean-grilled-lamb-leg-mint-pesto/,The Mediterranean Dish,94.0,Entree,Mediterranean,4.9 (14 ratings),Butterflied lamb leg with Mediterranean marinade and fresh mint pesto. Vibrant herb topping over grilled lamb.,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Lamb,Grilled
Tea-Smoked Five Spice Salmon,https://www.feastingathome.com/tea-smoked-five-spice-salmon/,Feasting at Home,93.0,Entree,Asian,4.8 (13 ratings),"Szechuan tea-smoked salmon using wok technique with rice, sugar, and tea. Subtle earthiness with five spice warmth.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Salmon Burgers,https://www.feastingathome.com/salmon-burger/,Feasting at Home,93.0,Entree,American,5 (23 ratings),"Healthy salmon burgers with dijon mustard, shallot, and parsley. Grill, pan-sear, or air-fry with moist, flavorful texture.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Sandwich/Burger
Baked Salmon Poke Bowls,https://dishedbykate.com/baked-salmon-poke-bowls/,Dished by Kate,90.0,Entree,Asian,5 (2 ratings),Honey miso baked salmon over rice with crunchy vegetables and zingy dressing. Better-than-takeout in 30 minutes.,0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Bowl
Easy Baked Salmon Sushi Cups,https://dishedbykate.com/easy-baked-salmon-sushi-cups/,Dished by Kate,90.0,Entree,Asian,NR,"Sushi cups with seasoned rice, baked salmon, and nori. Great hot or cold with gochujang or garlic aioli drizzle.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Roasted/Baked
Quick Bang Bang Salmon Bowls,https://dishedbykate.com/quick-bang-salmon-bowls/,Dished by Kate,90.0,Entree,Asian,NR,Crispy charred salmon bites in spicy creamy bang bang sauce over rice. Ready in 20 minutes.,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Bowl
Saucy Salmon Curry Rice Bowls,https://kalejunkie.com/saucy-salmon-curry-rice-bowls/,Kalejunkie,90.0,Entree,Asian,5 (1 rating),Crispy broiled salmon in creamy red curry sauce with coconut milk and lime. 20-minute dinner.,,,,,,,,1,Use tamari or coconut aminos instead of soy sauce,,1,Use a plant-based milk.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Salmon,Bowl
BBQ Tofu,https://www.loveandlemons.com/bbq-tofu/,Love and Lemons,90.0,Entree,American,5 (11 ratings),"Crispy tofu cubes with glossy sweet, tangy, smoky BBQ sauce. Oven or grill-cooked with charred edges.",0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Legumes,Grilled
Thai Green Curry,https://www.loveandlemons.com/thai-green-curry/,Love and Lemons,90.0,Entree,Asian,5 (5 ratings),"30-minute restaurant-worthy curry with tofu and vegetables in coconut milk. Rich, fragrant sauce with lime brightness.",0,0,,1,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Legumes,Soup/Stew
Crispy Sesame Tofu,https://www.loveandlemons.com/sesame-tofu-recipe/,Love and Lemons,90.0,Entree,Asian,4.88 (25 ratings),"Black and white sesame seed-crusted tofu with sweet-tangy sesame sauce. Nutty, crispy exterior.",0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Legumes,Seared/Fried
Crispy Air Fryer Tofu,https://www.loveandlemons.com/air-fryer-tofu/,Love and Lemons,90.0,Entree,Asian,4.95 (36 ratings),"Extra-firm tofu with tamari and sriracha coating, air-fried until crispy. Simple seasoning with golden edges.",0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Legumes,Seared/Fried
Grilled Tofu,https://www.loveandlemons.com/grilled-tofu/,Love and Lemons,90.0,Entree,American,5 (10 ratings),Pressed tofu grilled until charred with customizable seasonings. Summer-friendly with smoky flavors.,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Legumes,Grilled
Greek Feta and Melty Gouda Cheesesteak,https://www.halfbakedharvest.com/greek-feta-and-melty-gouda-cheesesteak/,Half Baked Harvest,91.0,Entree,Mediterranean,5 (2 ratings),"Greek-spiced lamb or beef cheesesteak piled with feta, melty gouda, and fresh toppings. Bold Mediterranean twist on a sandwich classic.",,,,,,,,1,Use corn or GF tortillas.,,,,,,,,1,Replace onion with the green tops of scallions.,,,,1,,,Beef,Entree
Skillet Chicken Dumplings,https://www.halfbakedharvest.com/skillet-chicken-dumplings/,Half Baked Harvest,91.0,Entree,Asian,3.25 (4 ratings),"One-pan chicken dumplings with chili oil, cabbage, mushrooms, and wonton wrappers. Spicy and quick weeknight dinner.",0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,One-Pan
Healthy Cheddar Chicken Chili,https://www.halfbakedharvest.com/cheddar-chicken-chili/,Half Baked Harvest,91.0,Entree,American,5 (4 ratings),"One-pot chipotle chicken chili with beans and veggies, finished with sharp cheddar. Smoky, cozy, and lighter than traditional chili.",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Soup/Stew
Parmesan Garlic Butter Crusted Halibut,https://www.halfbakedharvest.com/parmesan-garlic-butter-crusted-halibut/,Half Baked Harvest,91.0,Entree,American,4.75 (12 ratings),"Halibut baked under a crispy parmesan-garlic butter crust until golden. Fast, impressive, and ready in 20 minutes.",,,,,,,,1,Use GF breadcrumbs or almond flour.,,,,,,,,1,Replace garlic with garlic-infused oil.,,,,,,,Fish,Entree
Quick Cajun Chicken and Rice,https://www.halfbakedharvest.com/quick-cajun-chicken-and-rice/,Half Baked Harvest,91.0,Entree,American,3.32 (16 ratings),One-skillet Cajun-seasoned chicken over buttery toasted rice with bell peppers and herbs. Full weeknight dinner in 30 minutes.,,,,,,,,1,Use tamari or coconut aminos instead of soy sauce,,1,Replace butter with olive oil.,,,,,1,Replace onion with the green tops of scallions.,,,,,,,Chicken,One-Pan
Easy Japanese Steak Bowls,https://www.halfbakedharvest.com/japanese-steak-bowls/,Half Baked Harvest,91.0,Entree,Asian,4.93 (13 ratings),Pan-seared steak in a savory Japanese-style sauce served over rice with scallions and sesame. Restaurant-quality bowl in under 30 minutes.,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Bowl
Crispy Mini Chipotle Chicken Tacos,https://www.halfbakedharvest.com/crispy-mini-chipotle-chicken-tacos/,Half Baked Harvest,91.0,Entree,Latin/South American,4.8 (5 ratings),"Bite-sized crispy tacos with smoky chipotle chicken. Fun, shareable format with bold smoky flavor.",0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Tacos/Wraps
Crispy Honey Parmesan Chicken Cutlets,https://www.halfbakedharvest.com/honey-parmesan-chicken-cutlets/,Half Baked Harvest,91.0,Entree,American,3.29 (7 ratings),Pan-fried chicken cutlets with a honey parmesan crust. Sweet-savory and crispy in under 30 minutes.,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Seared/Fried
White Chicken Poblano Enchiladas,https://www.halfbakedharvest.com/white-chicken-poblano-enchiladas/,Half Baked Harvest,91.0,Entree,Latin/South American,3.8 (24 ratings),Creamy white sauce enchiladas with roasted poblano peppers and shredded chicken. Comforting and mildly spicy baked casserole.,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Tacos/Wraps
Thai Peanut Chicken Noodle Bowls,https://www.halfbakedharvest.com/thai-peanut-chicken-noodle-bowls/,Half Baked Harvest,91.0,Entree,Asian,3.95 (19 ratings),"Tender chicken over noodles in a rich Thai peanut sauce, topped with herbs and crunchy toppings. Easy 20-minute dinner.",0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Noodles
Quick Chicken Shawarma and Sweet Potato Bowls,https://www.halfbakedharvest.com/chicken-shawarma-and-sweet-potato-bowls/,Half Baked Harvest,91.0,Entree,Mediterranean,3.5 (20 ratings),"Spiced shawarma chicken over roasted sweet potatoes with warm Middle Eastern spices and tahini. Quick, nutritious bowl.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Bowl
Sheet Pan Greek Chicken Pitas,https://www.halfbakedharvest.com/sheet-pan-greek-chicken-pitas/,Half Baked Harvest,91.0,Entree,Mediterranean,2.98 (35 ratings),Greek-marinated chicken roasted on a sheet pan and served in warm pitas with feta and tzatziki. Easy weeknight Greek street food.,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Tacos/Wraps
One Pot Mustard Chicken and Orzo,https://www.halfbakedharvest.com/one-pot-mustard-chicken-and-orzo/,Half Baked Harvest,91.0,Entree,American,2.98 (45 ratings),"Roasted mustard chicken with brothy lemon orzo, carrots, and herbs all in one pot. Cozy and minimal cleanup.",0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Pasta
Easy Spicy Salmon Sushi Stacks,https://www.halfbakedharvest.com/salmon-sushi-stacks/,Half Baked Harvest,91.0,Entree,Asian,3.2 (42 ratings),"Layered sushi stacks with spicy baked salmon, seasoned rice, avocado, and nori. Impressive no-roll sushi at home.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Red Wine Braised Short Ribs,https://www.halfbakedharvest.com/red-wine-braised-short-ribs/,Half Baked Harvest,91.0,Entree,American,3.86 (21 ratings),Beef short ribs slow-braised in red wine with herbs until fork-tender. A deeply satisfying centerpiece for a special dinner.,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Slow-Cooked
Dutch Oven Chicken Curry,https://www.halfbakedharvest.com/dutch-oven-chicken-curry/,Half Baked Harvest,91.0,Entree,Indian,3.61 (28 ratings),"Aromatic chicken curry simmered with tomatoes, coconut milk, and warm spices in a Dutch oven. Simple one-pot Indian-inspired dinner.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Soup/Stew
Creamy Chicken Tamale Pie,https://www.halfbakedharvest.com/creamy-chicken-tamale-pie/,Half Baked Harvest,91.0,Entree,Latin/South American,3.71 (24 ratings),"Skillet tamale pie with chili-spiced chicken, enchilada sauce, and creamy polenta baked with melty cheese. Cozy one-pan dinner.",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,One-Pan
Dump and Bake Chicken Alfredo Noodle Casserole,https://www.halfbakedharvest.com/chicken-alfredo-noodle-casserole/,Half Baked Harvest,91.0,Entree,Italian,2.82 (69 ratings),"Creamy chicken, broccoli, and cheese casserole baked all in one dish. Ultra-easy dump-and-bake weeknight comfort food.",,,,,,,,,,,,,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,Noodles
Creamy Garlic Chicken Wild Rice Casserole,https://www.halfbakedharvest.com/chicken-wild-rice-casserole/,Half Baked Harvest,91.0,Entree,American,4.24 (26 ratings),One-pan chicken and wild rice casserole in a creamy garlic sauce. Packed with flavor and perfect for feeding a crowd.,,,,,,,1,,,,1,Replace butter with olive oil. Use full-fat coconut cream instead of heavy cream.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,One-Pan
Crockpot Sticky Sesame Ginger Chicken,https://www.halfbakedharvest.com/crockpot-sticky-sesame-ginger-chicken/,Half Baked Harvest,91.0,Entree,Asian,4.06 (18 ratings),Slow-cooked chicken in a sticky sesame ginger sauce with Brussels sprouts and rice. Set-and-forget weeknight dinner.,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Slow-Cooked
Chipotle Beef Sweet Potato Skins,https://www.halfbakedharvest.com/chipotle-beef-sweet-potato-skins/,Half Baked Harvest,91.0,Entree,American,5 (6 ratings),"Sweet potato skins stuffed with smoky chipotle beef, cheddar, and bacon. Hearty and fun for weeknights or game day.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Entree
Beef Enchilada Casserole,https://www.halfbakedharvest.com/beef-enchilada-casserole/,Half Baked Harvest,91.0,Entree,Latin/South American,3.62 (31 ratings),"Layered casserole with seasoned beef, rice, beans, tortillas, and melty cheese. Simple mix-and-bake weeknight dinner.",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Beef,Tacos/Wraps
Skillet Tomato Cheddar Chicken Pot Pie,https://www.halfbakedharvest.com/skillet-tomato-cheddar-chicken-pot-pie/,Half Baked Harvest,91.0,Entree,American,3.76 (25 ratings),"One-skillet chicken pot pie with tomato and cheddar, baked until bubbly and golden. A cozy update on a classic comfort dish.",,,,,,,,,,,,,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,One-Pan
Crockpot Thai Basil Beef,https://www.halfbakedharvest.com/crockpot-thai-basil-beef/,Half Baked Harvest,91.0,Entree,Asian,3.58 (26 ratings),"Beef slow-cooked in a saucy Thai basil chili sauce, served over rice. Hands-off weeknight dinner with bold Thai flavors.",0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Slow-Cooked
Mix and Bake Chicken Taco Casserole,https://www.halfbakedharvest.com/mix-and-bake-chicken-taco-casserole/,Half Baked Harvest,91.0,Entree,Latin/South American,3.69 (45 ratings),"Juicy chicken, rice, veggies, beans, and cheese all baked together in one pan. Easy taco-flavored casserole for busy nights.",,,,,,,1,,,,1,Replace butter with olive oil. Use coconut yogurt. omit or replace cheese with a dairy-free alternative.,,,,,,,,,,,,,Chicken,Tacos/Wraps
Crockpot Hamburger Helper,https://www.halfbakedharvest.com/crockpot-hamburger-helper/,Half Baked Harvest,91.0,Entree,American,2.98 (38 ratings),Homemade slow-cooker twist on the childhood classic with ground beef and a creamy sauce. Nostalgic and satisfying.,,,,,,,,1,Replace pasta with a GF alternative — we like brown rice pasta for the most comparable texture.,,1,Replace butter with olive oil. Use a plant-based milk. omit or replace cheese with a dairy-free alternative.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Beef,Sandwich/Burger
Baked Chipotle Beef and Melted Cheese Tacos,https://www.halfbakedharvest.com/chipotle-beef-and-cheese-tacos/,Half Baked Harvest,91.0,Entree,Latin/South American,3 (15 ratings),"Crispy baked tacos stuffed with smoky chipotle beef and melted cheese. Quick, fun weeknight taco night.",,,,,,,1,,,,,,,,,,,,,,,,,,Beef,Tacos/Wraps
Skillet Mexican Tomatillo Chicken and Rice,https://www.halfbakedharvest.com/tomatillo-chicken-and-rice/,Half Baked Harvest,91.0,Entree,Latin/South American,4.32 (22 ratings),"One-skillet Mexican chicken and rice with salsa verde, corn, and melty cheese. Easy and bright weeknight dinner.",,,,,,,1,,,,1,Replace butter with olive oil. Use coconut yogurt. omit or replace cheese with a dairy-free alternative.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,One-Pan
Chicken Souvlaki Rice Pilaf,https://www.halfbakedharvest.com/chicken-souvlaki-rice-pilaf/,Half Baked Harvest,91.0,Entree,Mediterranean,4.64 (11 ratings),"Grilled souvlaki chicken over buttery rice pilaf with vegetables and tzatziki. Fresh, easy Greek-inspired dinner.",,,,,,,,1,Replace pasta with a GF alternative — we like brown rice pasta for the most comparable texture.,,1,Replace butter with olive oil. omit or replace cheese with a dairy-free alternative.,,,,,1,Replace garlic with garlic-infused oil.,,,,,,,Chicken,Rice Dish
Zucchini Cheddar Chicken Noodle Casserole,https://www.halfbakedharvest.com/zucchini-cheddar-chicken-noodle-casserole/,Half Baked Harvest,91.0,Entree,American,4.36 (17 ratings),One-skillet chicken noodle casserole with zucchini and sharp cheddar. Cozy comfort food ready in under an hour.,,,,,,,,,,,,,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,Noodles
Coconut Curry Basil Chicken,https://www.halfbakedharvest.com/coconut-curry-basil-chicken/,Half Baked Harvest,91.0,Entree,Asian,4.13 (16 ratings),"30-minute chicken simmered with veggies, jalapeños, and fresh basil in a creamy coconut curry sauce. Weeknight Thai-inspired dish.",0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Soup/Stew
Cheeseburger Slider Skewers,https://www.halfbakedharvest.com/cheeseburger-slider-skewers/,Half Baked Harvest,91.0,Entree,American,3.4 (5 ratings),"Bite-sized burgers stacked with classic toppings and served on skewers. Fun, crowd-pleasing format for weeknights or parties.",,,,,,,1,,,,,,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Beef,Sandwich/Burger
Easy Bruschetta Chicken,https://www.halfbakedharvest.com/bruschetta-chicken/,Half Baked Harvest,91.0,Entree,Italian,4.84 (25 ratings),"Juicy chicken topped with fresh bruschetta tomatoes, basil, and melted mozzarella. Quick summer dinner bursting with Italian flavors.",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
Easy Sheet Pan Chicken Fajitas,https://www.halfbakedharvest.com/sheet-pan-chicken-fajitas/,Half Baked Harvest,91.0,Entree,Latin/South American,4.75 (16 ratings),"One-pan chicken fajitas with roasted peppers and a creamy verde sauce. Weeknight favorite with charred, smoky vegetables.",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Tacos/Wraps
Jalapeño Pepper Jack Cheeseburger Sliders,https://www.halfbakedharvest.com/jalapeno-pepper-jack-cheeseburger-sliders/,Half Baked Harvest,91.0,Entree,American,4.23 (9 ratings),"Spicy, cheesy beef sliders with jalapeño and pepper jack. Easy crowd-pleasing burgers for parties or weeknight dinners.",0,0,,0,0,,0,0,,0,1,Omit or sub cheese → DF alternative,0,0,,0,0,,0,0,,0,0,,Beef,Sandwich/Burger
Lemon Chicken Katsu Bowls,https://www.halfbakedharvest.com/lemon-chicken-katsu-bowls/,Half Baked Harvest,91.0,Entree,Asian,3.6 (20 ratings),Crispy sesame-panko chicken with a tangy lemon garlic sauce over rice. Japanese-inspired katsu made weeknight-friendly.,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Bowl
Baked One Pan Garlic Butter Coconut Salmon,https://www.halfbakedharvest.com/garlic-butter-coconut-salmon/,Half Baked Harvest,91.0,Entree,Asian,3.68 (34 ratings),Salmon baked in garlic butter and coconut milk with bold Thai-inspired flavors. One-pan dinner ready in under an hour.,0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,0,0,,0,0,,0,0,,0,0,,0,0,,Salmon,One-Pan
Sheet Pan Dijon Salmon and Panko Potatoes,https://www.halfbakedharvest.com/dijon-salmon-and-panko-potatoes/,Half Baked Harvest,91.0,Entree,American,4.54 (13 ratings),"Dijon-crusted salmon roasted alongside crispy panko potatoes on a single sheet pan. Easy, elegant weeknight or dinner-party meal.",0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Sheet Pan
Sheet Pan Sun-Dried Tomato Chicken Bowls,https://www.halfbakedharvest.com/sun-dried-tomato-chicken-bowls/,Half Baked Harvest,91.0,Entree,Mediterranean,4.93 (13 ratings),"Sheet pan chicken with roasted peppers, sun-dried tomatoes, herbs, and feta served as a bowl. Vibrant Mediterranean weeknight dinner.",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Bowl
Skillet Mexican Beef and Rice,https://www.halfbakedharvest.com/skillet-mexican-beef-and-rice/,Half Baked Harvest,91.0,Entree,Latin/South American,4.46 (33 ratings),"Seasoned ground beef and rice with veggies all cooked in one skillet. Quick, satisfying Mexican-inspired weeknight dinner.",0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,One-Pan
Spicy Honey Mustard Salmon Bowls,https://www.halfbakedharvest.com/honey-mustard-salmon-bowls/,Half Baked Harvest,91.0,Entree,American,4.14 (22 ratings),"Salmon glazed with spicy honey mustard over rice with colorful veggies. Bright, simple, and weeknight-ready bowl.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Bowl
Sheet Pan Sesame Feta Chicken and Sweet Potatoes,https://www.halfbakedharvest.com/sheet-pan-sesame-feta-chicken/,Half Baked Harvest,91.0,Entree,Mediterranean,4.83 (39 ratings),"Chicken thighs roasted with sesame, feta, and sweet potatoes on one sheet pan. Colorful, fresh, and effortlessly satisfying.",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Sheet Pan
"Honey Mustard Chicken, Bacon, Avocado Melt",https://www.halfbakedharvest.com/chicken-bacon-avocado-melt/,Half Baked Harvest,91.0,Entree,American,3.25 (12 ratings),"Chicken sandwich stacked with honey mustard, crispy bacon, avocado, and melty cheese. Bold flavors in every bite.",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
One Skillet Greek Meatballs and Lemon Rice,https://www.halfbakedharvest.com/one-skillet-greek-meatballs/,Half Baked Harvest,91.0,Entree,Mediterranean,4.11 (19 ratings),"Herb-packed Greek meatballs simmered with bright lemon rice in one skillet. Quick, healthy Mediterranean weeknight dinner.",,,,,,,,1,Use GF breadcrumbs or almond flour. Replace pasta with a GF alternative — we like brown rice pasta for the most comparable texture.,,1,Replace butter with olive oil.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,One-Pan
Sheet Pan Buffalo Ranch Chicken,https://www.halfbakedharvest.com/buffalo-ranch-chicken/,Half Baked Harvest,91.0,Entree,American,4.16 (26 ratings),"Juicy chicken coated in buffalo ranch sauce and roasted on a sheet pan. Easy, crowd-pleasing weeknight dinner with bold kick.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Sheet Pan
Baked Cheesy Cuban Chicken Taquitos,https://www.halfbakedharvest.com/cuban-chicken-taquitos/,Half Baked Harvest,91.0,Entree,Latin/South American,3.5 (12 ratings),Sheet pan-baked crispy taquitos with Cuban-spiced chicken and melted cheese. A flavorful twist on a Mexican favorite.,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Roasted/Baked
Easy Chili Lime Chicken,https://www.halfbakedharvest.com/chili-lime-chicken/,Half Baked Harvest,91.0,Entree,American,4.57 (16 ratings),"Simply marinated chicken in bold chili-lime seasoning, grilled or pan-seared until juicy. Works as a dinner party showstopper or quick weeknight meal.",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Soup/Stew
Crispy Hot Honey Salmon Tenders,https://www.halfbakedharvest.com/hot-honey-salmon-tenders/,Half Baked Harvest,91.0,Entree,American,4 (20 ratings),Salmon cut into crispy tenders glazed with hot honey. Addictive sweet-heat combination ready in under 20 minutes.,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Seared/Fried
Baked Crispy Hot Honey Chicken Tenders,https://www.halfbakedharvest.com/hot-honey-chicken-tenders/,Half Baked Harvest,91.0,Entree,American,3.46 (11 ratings),Oven-baked crispy chicken tenders finished with a hot honey drizzle. Homemade version of everyone's favorite sweet-spicy comfort food.,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Roasted/Baked
Crockpot Salsa Verde Chicken Tortilla Bowl,https://www.halfbakedharvest.com/salsa-verde-chicken-tortilla-bowl/,Half Baked Harvest,91.0,Entree,Latin/South American,4.76 (37 ratings),Slow-cooked chicken in red salsa and salsa verde over rice with all the toppings. Effortless Tex-Mex bowl with huge flavor.,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Bowl
Curry Chicken Gyro and Tahini Sweet Potatoes,https://www.halfbakedharvest.com/curry-chicken-gyro/,Half Baked Harvest,91.0,Entree,Mediterranean,4.67 (9 ratings),Curry-spiced chicken gyro served alongside tahini-drizzled sweet potatoes. Inventive fusion of Mediterranean and Indian flavors.,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Tacos/Wraps
Quick Saucy Coconut Curry Chicken,https://www.halfbakedharvest.com/quick-coconut-curry-chicken/,Half Baked Harvest,91.0,Entree,Asian,4.67 (15 ratings),"Fast coconut milk chicken curry with bold aromatics, ready in 30 minutes. Weeknight-friendly Thai-inspired comfort dish.",0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Soup/Stew
Crispy Rolled Chipotle Beef Tacos,https://www.halfbakedharvest.com/crispy-rolled-chipotle-beef-tacos/,Half Baked Harvest,91.0,Entree,Latin/South American,4.04 (27 ratings),"Rolled corn tortillas filled with chipotle beef and baked until crunchy. Smoky, satisfying taquito-style tacos.",0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Tacos/Wraps
Crockpot Honey Garlic Chicken,https://www.halfbakedharvest.com/crockpot-honey-garlic-chicken/,Half Baked Harvest,91.0,Entree,American,3.27 (34 ratings),Slow cooker chicken in a sweet-savory honey garlic sauce. Hands-off weeknight dinner served over rice or noodles.,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Slow-Cooked
Crispy Turmeric Chicken Tenders,https://www.halfbakedharvest.com/crispy-turmeric-chicken-tenders/,Half Baked Harvest,91.0,Entree,American,2.25 (78 ratings),Golden turmeric-spiced crispy chicken tenders with a bright anti-inflammatory twist. Fun and healthy take on a comfort classic.,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Seared/Fried
One Skillet Cheesy Salsa Chicken Rice Bake,https://www.halfbakedharvest.com/cheesy-salsa-chicken-rice-bake/,Half Baked Harvest,91.0,Entree,Latin/South American,4.19 (16 ratings),"Chicken baked over salsa rice in one skillet, finished with melted cheese. Easy 30-minute bake loaded with Tex-Mex flavor.",,,,,,,,,,,,,,,,,,,,,,,,,Chicken,One-Pan
