recipe_id,recipe_name,status,ingredients_counted,ingredients_matched,match_rate_pct,open_review_items
garlic-lemon-herb-mediterranean-chicken-potatoes,Garlic Lemon Herb Mediterranean Chicken and Potatoes,needs_review,15,15,100,0
garlic-parmesan-chicken,Garlic Parmesan Chicken,needs_review,20,20,100,0
garlic-scape-curry,Garlic Scape Curry (Curried Salmon),needs_review,17,17,100,0
garlic-shrimp-stir-fry,Garlic Shrimp Stir-Fry,needs_review,15,15,100,0
garlic-tuscan-shrimp-paleo-whole30,Tuscan Garlic Shrimp,needs_review,16,16,100,0
general-tsos-chicken-bowls,General Tso's Chicken Bowls,needs_review,19,19,100,0
general-tsos-tofu,General Tso's Tofu Stir-Fry,needs_review,20,20,100,0
gfpLERrzvZpL3pxY4l3q,Cilantro Lime Dressing,needs_review,5,5,100,0
ghzLrUh7JmPcVpAnL79x,The Ultimate Healthy Chicken Salad,needs_review,11,11,100,0
ginger-beef-broccoli-bowls,Ginger Beef and Broccoli Bowls,needs_review,25,25,100,0
ginger-citrus-salmon,Ginger Citrus Salmon,needs_review,13,13,100,0
ginger-sesame-crusted-salmon-bowl,Spicy Ginger Sesame Crusted Salmon Bowl,needs_review,19,19,100,0
ginger-sesame-pineapple-beef,Sticky Ginger Sesame Pineapple Beef,needs_review,17,17,100,0
ginger-sesame-vegan-meatballs,Ginger Sesame Vegan Meatballs,needs_review,13,13,100,0
gochujang-shrimp-tacos,Weeknight Gochujang Shrimp Tacos,needs_review,19,19,100,0
gorgonzola-chicken,Gorgonzola Chicken with Mushrooms & Sage,needs_review,11,11,100,0
goulash-recipe,Goulash (Classic One-Pan),needs_review,14,14,100,0
greek-baked-orzo,Greek Baked Orzo,needs_review,16,16,100,0
greek-chicken-gyros,Weeknight Greek Chicken Gyros,needs_review,23,23,100,0
greek-chicken-rice-bowls,Greek Chicken Bowl Recipe,needs_review,27,27,100,0
greek-feta-and-melty-gouda-cheesesteak,Greek Feta and Melty Gouda Cheesesteak,needs_review,17,17,100,0
greek-grilled-chicken,The Easiest Greek Grilled Chicken,needs_review,11,11,100,0
greek-salad,Greek Salad,needs_review,14,14,100,0
green-coconut-curry-with-shrimp-paleo-whole30,Green Coconut Curry Soup with Shrimp,needs_review,11,11,100,0
green-curry,5-Ingredient Green Curry,needs_review,9,9,100,0
green-onion-shrimp-stir-fry,Ginger Shrimp Stir-Fry with Garlic Bok Choy,needs_review,15,15,100,0
grilled-bbq-chicken-recipe,Best Ever Grilled BBQ Chicken,needs_review,14,14,100,0
grilled-beef-shawarma,Beef Shawarma Recipe,needs_review,17,17,100,0
grilled-broccoli-crunch-salad,Grilled Broccoli Crunch Salad,needs_review,9,9,100,0
grilled-chicken,Grilled Chicken,needs_review,11,11,100,0
grilled-chicken-salad-shawarma,Grilled Chicken Shawarma Salad,needs_review,20,20,100,0
grilled-chicken-shawarma-recipe,Chicken Shawarma Recipe,needs_review,11,11,100,0
grilled-grass-fed-steak-gyros,Steak Gyros,needs_review,19,19,100,0
grilled-greek-chicken-salad,Grilled Greek Chicken Salad,needs_review,25,25,100,0
grilled-lemon-herb-chicken,Grilled Lemon Herb Chicken,needs_review,10,10,100,0
grilled-rib-eye-steak-with-italian-salsa-verde,Grilled Rib Eye Steak with Italian Salsa Verde,needs_review,15,15,100,0
grilled-salmon-fillets-with-crispy-skin,Grilled Salmon Fillets with Crispy Skin,needs_review,11,11,100,0
grilled-salmon-salad,Grilled Salmon Salad,needs_review,17,17,100,0
grilled-sambal-chicken,Indonesian Grilled Sambal Chicken,needs_review,10,10,100,0
grilled-shrimp-with-salsa-and-garlic-marinade,Grilled Shrimp with Salsa and Garlic Marinade,needs_review,8,8,100,0
grilled-steak-kebabs,Grilled Steak Kebabs,needs_review,10,10,100,0
grilled-tofu,Grilled Tofu,needs_review,8,8,100,0
ground-beef-pasta,Ground Beef Pasta,needs_review,12,12,100,0
ground-beef-stir-fry-with-celery,Ground Beef Stir Fry with Celery,needs_review,10,10,100,0
ground-turkey-stir-fry,Ground Turkey Stir Fry,needs_review,21,21,100,0
hBCpxMMkgJOlxzDQ641q,Seeded Chicken Schnitzel,needs_review,13,13,100,0
hBVKrnGtn8mjCjOHnz4J,30 minute grilled veggie orzo [ORZO],needs_review,12,12,100,0
hG6GVQd7oIQEqJhM4yge,Zesty Thai Beef Salad,needs_review,8,8,100,0
hIbTxi1PZnXtSSn6FCYe,Butternut Squash Mac and Cheese,needs_review,12,12,100,0
hLZjcvMpz4CCTfCTJHne,Strawberry Feta Salad,needs_review,17,17,100,0
hVEijw9seFGs0y0tvf6p,Thai Coconut Poached Fish,needs_review,19,19,100,0
harissa-baked-salmon,Honey-Harissa Baked Salmon,needs_review,16,16,100,0
harissa-salmon,Harissa Salmon,needs_review,10,10,100,0
hawaiian-chicken-tacos,Hawaiian Chicken Tacos,needs_review,20,20,100,0
hawaiian-garlic-shrimp,Hawaiian Garlic Shrimp,needs_review,11,11,100,0
hb4IO36rtmszpD0i2wrl,Classic Beef Stew,needs_review,18,18,100,0
healthy-chicken-cobb-salad-recipe,Healthy Chicken Cobb Salad Recipe,needs_review,19,19,100,0
healthy-chicken-salad-mediterranean,Healthy Chicken Salad Mediterranean,needs_review,15,15,100,0
healthy-shrimp-fajita-bowls,Healthy Shrimp Fajita Bowls,needs_review,12,12,100,0
herb-and-beef-stew,Persian Inspired Herb and Beef Stew,needs_review,19,19,100,0
herb-butter-salmon-asparagus-foil-packs,Herb Butter Salmon and Asparagus Foil Packs,needs_review,7,7,100,0
herb-crusted-roasted-salmon,Herb Crusted Roasted Salmon,needs_review,6,6,100,0
herby-potato-stacks,Herby Potato Stacks,needs_review,11,11,100,0
high-protein-easy-salmon-melts,High-Protein Salmon Melts,needs_review,14,14,100,0
hlbjRfPWoDfmNylKbutH,Miso-Glazed Bok Choy,needs_review,8,8,100,0
homemade-tomato-soup,Homemade Tomato Soup,needs_review,13,13,100,0
honey-balsamic-chicken-veggies,Honey Balsamic Chicken & Veggies,needs_review,11,11,100,0
honey-chipotle-chicken-rice-bowls,Honey Chipotle Chicken Rice Bowl,needs_review,18,18,100,0
honey-chipotle-salmon-tacos,Honey-Chipotle Salmon Tacos,needs_review,13,13,100,0
honey-glazed-salmon-bowls,Honey Glazed Salmon Bowls,needs_review,18,18,100,0
honey-mustard-pretzel-chicken-bowls,Honey Mustard Pretzel Chicken Bowls,needs_review,23,23,100,0
honey-mustard-salmon-in-foil,Honey Mustard Salmon in Foil,needs_review,9,9,100,0
honey-sesame-chicken,Sheet Pan Honey-Sesame Chicken,needs_review,16,16,100,0
honey-sesame-chicken-meal-prep-bowls,Honey Sesame Chicken Meal Prep Bowls,needs_review,23,23,100,0
hot-honey-chicken-bowls,Hot Honey Chicken Bowls,needs_review,24,24,100,0
hot-honey-chicken-tenders,Baked Crispy Hot Honey Chicken Tenders,needs_review,17,17,100,0
hot-honey-crispy-salmon-bowls,Hot Honey Crispy Salmon Bowls,needs_review,21,21,100,0
hot-honey-mustard-chicken-bowls,Hot Honey Mustard Chicken Bowls,needs_review,19,19,100,0
hot-honey-salmon-tenders,Crispy Hot Honey Salmon Tenders,needs_review,16,16,100,0
how-to-cook-jasmine-rice,How to Cook Jasmine Rice,needs_review,1,1,100,0
how-to-cook-steak,How to Cook Steak,needs_review,7,7,100,0
huli-huli-chicken,Huli Huli Chicken,needs_review,12,12,100,0
i2a3BABWYbzro1p4ayUX,Mango Vinaigrette,needs_review,10,10,100,0
i9lsQySLqwjUe03mQjAC,Shredded Snap Pea Salad with Lemon & Mint,needs_review,10,10,100,0
iS7XEqhFDop9ShVZtsU9,Rice Pilaf with Nuts and Dried Fruit,needs_review,14,14,100,0
ilTWbAiLGlFqLjHE2vD5,Basmati Rice and Orzo Pilaf,needs_review,6,6,100,0
instant-pot-chipotle-cheddar-corn-chowder,Chipotle Cheddar Corn Chowder,needs_review,12,12,100,0
instant-pot-peanut-chicken,Peanut Butter Chicken,needs_review,12,12,100,0
instant-pot-teriyaki-chicken,Instant Pot Teriyaki Chicken,needs_review,9,9,100,0
iwUthwt1j406Elu5hh1F,Miso and Sesame Bok Choy,needs_review,8,8,100,0
j7XfLHMTY1qkO9qvAtdY,"Shaved Brussels, Raddichio and Romaine Caesar",needs_review,18,18,100,0
jDx4MKAkkhiSALd6a5z7,Chili Lime Vegan Shrimp Bowl,needs_review,18,18,100,0
jP60yy50nvIXQTvl8nCN,Halibut Florentine,needs_review,11,11,100,0
jalapeno-pepper-jack-cheeseburger-sliders,Jalapeño Pepper Jack Cheeseburger Sliders,needs_review,22,22,100,0
jalapeno-pineapple-shrimp-tacos,Jalapeño Pineapple Shrimp Tacos,needs_review,22,22,100,0
japanese-steak-bowls,Easy Japanese Steak Bowls,needs_review,17,17,100,0
jbi8uJ9dyskpHlR0vgRe,Italian Fish Soup,needs_review,11,11,100,0
jce21xU8ijiqYcxmBnnM,Mixed Green Salad with Yuzu,needs_review,17,17,100,0
jerk-chicken-dumplings,Spicy One-Pot Jerk Chicken and Dumplings,needs_review,18,18,100,0
jerk-whole-roast-chicken,Jamaican Spatchcock Jerk Whole Roast Chicken,needs_review,14,14,100,0
jkEyCY3vhAhexgyQRqLk,Lemon-Dill Meatballs with Orzo,needs_review,12,12,100,0
jollof-rice-with-chicken,Jollof Rice with Chicken,needs_review,17,17,100,0
jpOk9EEkGA6GURwyvCbo,Chickpea Soup,needs_review,17,17,100,0
jyatJrspipOop9jKt36B,Mediterranean Grilled Branzino Recipe,needs_review,19,19,100,0
jzXBt1FJ9KpGomqcRlN5,Spicy Chicken Tortilla Soup,needs_review,18,18,100,0
k5gw3kpiqtmG5I796WUE,Vegan Creamy Beany Cavolo Nero Pasta,needs_review,13,13,100,0
kWAqApQV5amPbaDRRGh7,Roasted Mini Potatoes,needs_review,10,10,100,0
kerala-chicken,Kerala Chicken Curry,needs_review,23,23,100,0
kfBFFw5lNRGehPVzMjaj,Smoky Grilled Mushroom Doner,needs_review,21,21,100,0
korean-bbq-steak-bowls-with-spicy-sesame-dressing,Korean BBQ Steak Bowls with Spicy Sesame Dressing,needs_review,13,13,100,0
ktsTv56y11K31MIVaqDp,Beef Enchiladas Verdes,needs_review,16,16,100,0
kung-pao-beef,Kung Pao Beef,needs_review,22,22,100,0
kung-pao-noodles,Kung Pao Noodles,needs_review,11,11,100,0
kzXKTjahve3DpzJHy7v8,Green Goddess Dressing,needs_review,14,14,100,0
l0o1YVMMsCuXW5ZHGwLT,Chicken al Pastor Tacos,needs_review,13,13,100,0
l9Ihfvd74y2zHhxOZNsv,Halloumi Tacos,needs_review,16,16,100,0
lFubYFRQJjj87pkWUaPs,Salmon with Peach and Avocado Salsa,needs_review,12,12,100,0
lGV3RcZRczjG9ER8m7Nf,Cumin Rice,needs_review,6,6,100,0
lNXRw4zqjS1ySsUx0LzA,Greek Yogurt Cucumber Salad,needs_review,10,10,100,0
lamb-shawarma,Lamb Shawarma,needs_review,15,15,100,0
larb,Thai Larb Salad (Beef),needs_review,19,19,100,0
lazy-girl-chicken-breasts,Lazy Girl Chicken Breasts,needs_review,5,5,100,0
lazy-girl-chicken-thighs,Pan Seared Chicken Thighs (Lazy Girl),needs_review,4,4,100,0
lemon-basil-potato-salad,Lemon Basil Potato Salad,needs_review,6,6,100,0
lemon-garlic-grilled-shrimp,Lemon Garlic Shrimp,needs_review,8,8,100,0
lemon-garlic-salmon-tray-bake-easy-healthy,Lemon Garlic Salmon Tray Bake,needs_review,15,15,100,0
lemon-parmesan-chicken-pasta,Lemon Chicken Pasta,needs_review,15,15,100,0
lemon-pepper-air-fryer-baby-potatoes,Lemon Pepper Air Fryer Baby Potatoes,needs_review,9,9,100,0
lemon-pepper-wings,Lemon Pepper Wings,needs_review,24,24,100,0
lentil-coconut-curry,Lentil Coconut Curry,needs_review,14,14,100,0
lettuce-wraps,Asian Chicken Lettuce Wraps,needs_review,24,24,100,0
lnfhJutfrIPt2ICvOxF2,Chicken Tagine Bowl,needs_review,18,18,100,0
loBfAEW264zWtgX2DTLA,Roasted Carrots Recipe With Farro Chickpeas,needs_review,19,19,100,0
low-carb-chicken-parmesan-keto,Low Carb Chicken Parmesan,needs_review,15,15,100,0
low-carb-peanut-chicken-lettuce-wraps,Low-Carb Peanut Chicken Lettuce Wraps,needs_review,15,15,100,0
lyLXtYSGadUCfUVlocSI,Quick Bang Bang Salmon Bowls,needs_review,11,11,100,0
m3nVZL0btuH3vMPYWOUV,Pomegranate Braised Lamb,needs_review,18,18,100,0
mMtUwcfTUU4N3xgcQz7e,30-Minute Crispy Roasted Radishes,needs_review,5,5,100,0
mPTf5cdLwesyJ5cIZoLy,Zucchini Pesto Pasta,needs_review,15,15,100,0
mQp0ojMexbouvIkRHdwi,Sweet and Spicy Grilled Tofu with Pineapple and Herbed Cauliflower Rice,needs_review,12,12,100,0
mUo6vNz7kGWz4DwwH3It,Sauté of Winter Greens and Shiitake Mushrooms,needs_review,10,10,100,0
malai-chicken-recipe,Malai Chicken (Creamy White Chicken Curry),needs_review,26,26,100,0
maple-dijon-chicken-pear-bowls,Maple Dijon Chicken & Pear Bowls,needs_review,21,21,100,0
mapo-tofu,Mapo Tofu,needs_review,12,12,100,0
marry-me-pasta,Marry Me Pasta (Vegan),needs_review,18,18,100,0
mediterranean-chicken,Sheet Pan Mediterranean Chicken,needs_review,18,18,100,0
mediterranean-chicken-feta-bake,Mediterranean Chicken Feta Bake,needs_review,12,12,100,0
mediterranean-garlic-shrimp-skewers,Grilled Shrimp Kabobs Mediterranean-Style,needs_review,10,10,100,0
mediterranean-grilled-lamb-leg-mint-pesto,Mediterranean Grilled Lamb Leg with Mint Pesto,needs_review,20,20,100,0
mediterranean-lentil-salad,Mediterranean Lentil Salad,needs_review,13,13,100,0
mediterranean-salmon-skillet,Mediterranean Salmon Skillet,needs_review,16,16,100,0
mediterranean-style-leg-of-lamb-recipe-with-potatoes,Perfect Roasted Leg of Lamb,needs_review,18,18,100,0
mediterranean-tuna-salad,Mediterranean Tuna Salad,needs_review,13,13,100,0
mexican-picadillo,Easy One-Pan Mexican Picadillo,needs_review,19,19,100,0
mexican-shrimp-recipe,Mexican Shrimp Skillet,needs_review,10,10,100,0
mggnwFP5JtXHKBsOl2pd,Teriyaki Salmon Bowl,needs_review,16,16,100,0
minestrone-soup,Minestrone Soup,needs_review,17,17,100,0
miso-glazed-salmon-bowls,Miso Glazed Salmon Bowls,needs_review,18,18,100,0
miso-roasted-sweet-potatoes-with-labneh-and-chilli-lime-salsa,Miso Roasted Sweet Potatoes with Labneh and Chilli Lime Salsa,needs_review,13,13,100,0
mix-and-bake-chicken-taco-casserole,Mix and Bake Chicken Taco Casserole,needs_review,17,17,100,0
moroccan-chicken,Moroccan Chicken Recipe,needs_review,8,8,100,0
moroccan-chicken-and-chickpeas,One Pan Moroccan Chicken and Chickpeas,needs_review,16,16,100,0
msq9daK70fZaHXbyfUNO,Slow Roasted Lamb,needs_review,12,12,100,0
my-favorite-crispy-chicken-milanese,Crispy Chicken Milanese,needs_review,13,13,100,0
nC0UVX6KFyMzU9J1tkhl,Ginger-Basil Beef and Zucchini Skillet,needs_review,13,13,100,0
nDw4NHSPtl77vwwwms03,Salt and Pepper Shrimp,needs_review,8,8,100,0
nIfnW52LAIgJXtSEUt9q,Turkey Kofta Bowl,needs_review,37,37,100,0
nZqY4uP8d6umKzRzJLR1,Coconut Braised Chicken and Chickpeas,needs_review,18,18,100,0
newsletters-chicken-and-tomatoes-forever,Chicken and Tomatoes Forever,needs_review,8,8,100,0
njEt7jipBWbr03565q9l,Mediterranean Halloumi Pitas,needs_review,14,14,100,0
npEOrfRZv0by8KzpmLi8,Paleo Mashed Cauliflower + Parsnip Colcannon with Bacon,needs_review,9,9,100,0
nsTPAUrEjKPnDs4JX8pb,Steamed Vegetables,needs_review,6,6,100,0
oJNLyAuRHjaYKbpI8xXM,Honey Glazed Carrots,needs_review,10,10,100,0
oX8Ct4uM2aZ4LyIZJa1s,The Ultimate Sheet Pan Potatoes Au Gratin,needs_review,12,12,100,0
oY15UdhxREq1fueophIw,Balsamic Bacon Brussels Sprouts,needs_review,5,5,100,0
obj5w4crf9bmDAsDwBZF,Creamy Avocado Lime Dressing,needs_review,3,3,100,0
obmaLoLiqfIHSx6MJH3a,BBQ Chicken Pulled Sandwhich,needs_review,17,17,100,0
okLxHrJoH8NKuTi5oXMD,Teriyaki King Oyster Mushroom,needs_review,8,8,100,0
olive-chicken-skillet-with-lemon-shallot,Castelvetrano Olive Chicken Skillet,needs_review,12,12,100,0
olive-citrus-slow-roasted-salmon,Olive-Citrus Slow Roasted Salmon,needs_review,11,11,100,0
one-pan-chicken-and-crispy-potatoes,Baked Chicken Thighs,needs_review,7,7,100,0
one-pan-salmon-with-herb-butter-couscous,One-Pan Salmon with Herb Butter Couscous,needs_review,18,18,100,0
one-pot-chicken-and-rice,One Pot Chicken and Rice,needs_review,21,21,100,0
one-pot-chicken-stew,Chicken Potato Stew,needs_review,11,11,100,0
one-pot-mustard-chicken-and-orzo,One Pot Mustard Chicken and Orzo,needs_review,18,18,100,0
one-skillet-greek-salmon-paleo-whole30,One Skillet Greek Salmon,needs_review,16,16,100,0
one-skillet-mediterranean-chicken-recipe,Mediterranean Chicken Recipe,needs_review,14,14,100,0
orange-ginger-salmon-bowls,Orange Ginger Salmon Bowls,needs_review,22,22,100,0
orange-sesame-chicken,Orange Sesame Chicken,needs_review,18,18,100,0
osDsgRcHhvZoHqYsJESo,Israeli Couscous,needs_review,12,12,100,0
osvmPWJY7SKDHPDNtP0w,Persian Chopped Salad,needs_review,28,28,100,0
oyxNSiLq9vJmIwS9D28W,Moroccan Grilled Lamb Chops,needs_review,22,22,100,0
ozVt3p57NKBOJdKKtYQz,Green Vegan Salad,needs_review,12,12,100,0
pJOTjp61cMuhCxQ6Hc7f,Sweet Potato Casserole with Brown Sugar Topping,needs_review,10,10,100,0
pJlWErrrDogTJUomF5KD,Thai Inspired Chicken Meatball Soup,needs_review,14,14,100,0
pRcfpJeZFVuXrkMDVdBz,Teriyaki Salmon,needs_review,7,7,100,0
pages-recipes-blistered-green-bean-casserole-parmesan-rosemary,Blistered Green Bean Casserole with Parmesan and Rosemary,needs_review,14,14,100,0
pages-recipes-bourbon-glazed-carrots-ginger-rosemary,Bourbon Glazed Carrots with Ginger and Rosemary,needs_review,13,13,100,0
pages-recipes-braised-lamb-shoulder-fennel-orange,Braised Lamb Shoulder with Fennel and Orange,needs_review,20,20,100,0
pages-recipes-celebration-rice-lamb-chicken-garlic-yoghurt,"Rice with Lamb, Chicken & Garlic Yoghurt",needs_review,26,26,100,0
pages-recipes-festive-hummus-roasted-brussels-sprouts-chestnuts,Festive Hummus with Roasted Brussels Sprouts and Chestnuts,needs_review,11,11,100,0
pages-recipes-grilled-salmon-pine-nut-salsa,Pan-Fried Salmon with Pine Nut Salsa,needs_review,12,12,100,0
pages-recipes-preserved-lemon-chicken,Preserved Lemon Chicken,needs_review,7,7,100,0
pages-recipes-roasted-chicken-clementines-arak,Roasted Chicken with Clementines and Arak,needs_review,14,14,100,0
pages-recipes-roasted-chicken-legs-dates-olives-capers,"Roasted Chicken Legs with Dates, Olives and Capers",needs_review,12,12,100,0
pages-recipes-roasted-leeks-creme-fraiche-hazelnuts-sumac,"Roasted Leeks with Crème Fraîche, Hazelnuts and Sumac",needs_review,14,14,100,0
pages-recipes-roasted-squash-pepita-pesto,Roasted Squash with Pepita Pesto,needs_review,9,9,100,0
pages-recipes-slow-cooked-lamb-shoulder-fig-pistachio-salsa,Slow-Cooked Lamb Shoulder with Fig and Pistachio Salsa,needs_review,22,22,100,0
pages-recipes-spinach-feta-dumplings-lemon-butter,Spinach and Feta Dumplings in Lemon Butter,needs_review,17,17,100,0
pages-recipes-warm-green-bean-and-lentil-salad,Warm Green Bean and Lentil Salad,needs_review,14,14,100,0
palak-tempehtempeh-in-spinach-tomato,Palak Tempeh (Tempeh in Spinach Tomato Sauce),needs_review,12,12,100,0
paleo-beef-stew-whole30-low-carb,Paleo Beef Stew,needs_review,18,18,100,0
paleo-beef-stir-fry-with-veggies-whole30-keto,Paleo Beef Stir Fry with Veggies,needs_review,20,20,100,0
paleo-carne-asada-bowl,Paleo Carne Asada Bowl,needs_review,27,27,100,0
paleo-ground-chicken-taco-salad,Ground Chicken Taco Salad,needs_review,15,15,100,0
paleo-pork-tenderloin-teriyaki-whole30,Paleo Pork Tenderloin with Teriyaki Sauce,needs_review,11,11,100,0
pan-fried-pork-chops-with-pear-and-ginger-sauce-skillet-pork-chops,Cast Iron Pork Chops With Pears & Ginger,needs_review,11,11,100,0
pan-fried-salmon,Pan Fried Salmon Bites,needs_review,13,13,100,0
pan-seared-cod-with-lemon-caper-sauce-paleo-whole30,Pan-seared Cod with Lemon Caper Sauce,needs_review,18,18,100,0
pan-seared-salmon-with-rosemary-walnut-sauce,Pan Seared Salmon with Rosemary-Walnut Sauce,needs_review,15,15,100,0
paneer-tikka-masala,Paneer Tikka Masala,needs_review,26,26,100,0
panko-crusted-baked-salmon,Panko-Crusted Baked Salmon,needs_review,6,6,100,0
parmesan-garlic-butter-crusted-halibut,Parmesan Garlic Butter Crusted Halibut,needs_review,12,12,100,0
parmesan-herb-baked-salmon,Parmesan-Herb Baked Salmon,needs_review,8,8,100,0
pasta-e-fagioli-recipe,Pasta e Fagioli (Italian Pasta & Beans),needs_review,20,20,100,0
pasta-fresca,Pasta Fresca,needs_review,13,13,100,0
pdMlBv4LCxJ2rSVUhE6D,Roasted Carrots with Whipped Feta,needs_review,14,14,100,0
perfect-chicken-scampi,Perfect Chicken Scampi,needs_review,12,12,100,0
perfect-pan-roasted-salmon,Perfect Pan-Roasted Salmon,needs_review,3,3,100,0
persian-chicken-with-chelow-and-yogurt-sauce,Persian Chicken,needs_review,22,22,100,0
pesto-recipe,Pesto Recipe,needs_review,8,8,100,0
pfXmWp2fNfvaFEFspRoM,Blackened Chicken with Caramel,needs_review,15,15,100,0
phyllo-topped-ground-turkey-casserole,Phyllo Topped Ground Turkey Casserole,needs_review,18,18,100,0
pkeXxX1FXfxPJWnng7VM,Chicken Shawarma,needs_review,13,13,100,0
poblano-mushroom-texmex-enchiladas,Poblano and Mushroom TexMex Enchiladas,needs_review,16,16,100,0
pollo-a-la-brasa-peruvian-chicken,Pollo a la Brasa (Peruvian-style Roasted Chicken),needs_review,22,22,100,0
pollo-pibil,Pollo Pibil,needs_review,8,8,100,0
portuguese-chicken-and-potatoes,Portuguese Peri Peri Chicken,needs_review,16,16,100,0
potato-and-kale-soup,Smoky Potato Kale Soup,needs_review,15,15,100,0
pozole-recipe,Chicken Pozole Recipe,needs_review,13,13,100,0
pqxJ0k3h8b15vaaf8WbB,Turkey and Zucchini Lasagna,needs_review,9,9,100,0
pwJUnpidUIyhmLFKguvi,Lightened Sweet Potato Casserole Pecan Oat Streusel,needs_review,14,14,100,0
qEk3a8BUSzX4bqhcmlMK,Moroccan Roasted Green Beans,needs_review,5,5,100,0
qGpgBjOHQt43bORXiTaR,Sage Mashed Potatoes,needs_review,10,10,100,0
qSV5yHANCkptQ9jAS8HA,Slow Cooker Beef Curry,needs_review,11,11,100,0
queso-chicken-chili,Chipotle Queso Chicken Chili,needs_review,20,20,100,0
quick-cajun-chicken-and-rice,Quick Cajun Chicken and Rice,needs_review,13,13,100,0
quick-chicken-pho,Quick Chicken Pho,needs_review,25,25,100,0
quick-garlic-butter-shrimp,Quick Garlic Butter Shrimp,needs_review,8,8,100,0
quick-salmon-rice-bowls,Quick Salmon Sushi Rice Bowls,needs_review,15,15,100,0
quinoa-chili,Quinoa Chili Bowl,needs_review,15,15,100,0
qwoCuUDle3dJ2P0loOGM,Garlicky Broccolini,needs_review,5,5,100,0
r99LnkaYtAobAebass71,Tahinia,needs_review,6,6,100,0
rAoYT1vNyH9BcD9DmWZu,Ginger-Braised Meatballs in Coconut Broth,needs_review,23,23,100,0
rOcQMrHU5HaI3U4ogqhQ,Sweet and Sour Chicken,needs_review,18,18,100,0
rYF8s54ZI5ro3Z07S2pJ,Vegetable Soup Recipe,needs_review,15,15,100,0
rYaUeDL8dG3ka7qKqmAX,Baked Feta with Cherry Tomatoes,needs_review,10,10,100,0
rajma-recipe,Rajma,needs_review,18,18,100,0
rasta-pasta,Rasta Pasta with Caribbean Jerk Chicken,needs_review,10,10,100,0
recipe-cacio-e-pepe-mashed-potatoes,Cacio e Pepe Mashed Potatoes,needs_review,5,5,100,0
recipe-cajun-honey-garlic-butter-salmon,Cajun Honey Butter Salmon,needs_review,16,16,100,0
recipe-chimichurri-shrimp,20-Minute Chimichurri Shrimp,needs_review,18,18,100,0
recipe-creamy-pesto-chicken-pasta,Creamy Pesto Chicken Pasta,needs_review,13,13,100,0
recipe-grilled-salmon,Grilled Salmon with Simple Marinade,needs_review,12,12,100,0
recipe-ground-chicken-burgers,Ground Chicken Burgers,needs_review,12,12,100,0
recipe-honey-orange-salmon,Honey Orange Salmon,needs_review,16,16,100,0
recipe-pan-seared-salmon-in-garlic-mascarpone-sauce,Pan Seared Salmon in Garlic Mascarpone Sauce,needs_review,16,16,100,0
recipe-panko-crusted-salmon-with-asparagus,Panko Crusted Salmon with Asparagus,needs_review,12,12,100,0
recipe-salmon-in-creamy-red-pesto-sauce,Salmon in Creamy Red Pesto Sauce,needs_review,12,12,100,0
recipe-shaved-brussels-sprouts-salad,Shaved Brussels Sprouts Salad,needs_review,13,13,100,0
recipe-shrimp-with-garlic-sauteed-mushrooms,Shrimp with Garlic Sauteed Mushrooms,needs_review,11,11,100,0
recipe-steak-salad-with-harissa-potatoes-and-crunchy-radishes,Middle Eastern Steak Bowl,needs_review,11,11,100,0
recipe-stovetop-cooking-method-chraime,Braised Halibut,needs_review,15,15,100,0
recipe-thai-coconut-curry-dumpling-soup,Thai Coconut Curry Dumpling Soup (Chicken),needs_review,13,13,100,0
recipes-1013383-tomato-soup,Tomato Soup,needs_review,11,11,100,0
recipes-1013536-tagine-style-lamb-stew,Lamb Tagine,needs_review,18,18,100,0
recipes-1017729-sausage-ragu,Sausage Ragu,needs_review,12,12,100,0
recipes-1018068-chicken-paprikash,Chicken Paprikash,needs_review,12,12,100,0
recipes-1018528-beef-bourguignon,Beef Bourguignon,needs_review,16,16,100,0
recipes-1018974-peruvian-roasted-chicken-with-spicy-cilantro-sauce,Peruvian Roasted Chicken,needs_review,22,22,100,0
recipes-1019764-pork-meatballs-with-ginger-and-fish-sauce,Ginger Pork Meatballs,needs_review,7,7,100,0
recipes-1020616-vegan-mac-and-cheese,Vegan Mac and Cheese,needs_review,17,17,100,0
recipes-1020763-vegan-caesar-salad-with-crisp-chickpeas,Vegan Caesar Salad With Crisp Chickpeas,needs_review,16,16,100,0
recipes-1020777-sopa-de-albondigas-mexican-meatball-soup,Mexcian Meatball Soup,needs_review,26,26,100,0
recipes-1020864-one-pot-braised-chicken-with-coconut-milk-tomato-and-ginger,"Braised Chicken With Coconut Milk, Tomato and Ginger",needs_review,14,14,100,0
recipes-1020923-slow-cooker-honey-soy-braised-pork-with-lime-and-ginger,Honey Soy Braised Pork,needs_review,14,14,100,0
recipes-1021776-lemony-white-bean-soup-with-turkey-and-greens,White Bean Soup with Turkey and Greens,needs_review,14,14,100,0
recipes-1021943-lemony-chicken-feta-meatball-soup-with-spinach,Turkey Feta Meatball Soup,needs_review,13,13,100,0
recipes-1857-thomas-kellers-butternut-squash-soup-with-brown-butter,Butternut Squash Soup,needs_review,19,19,100,0
recipes-a-really-nice-fish-with-cucumber-and-crunchy-garlic-salad,A Really Nice Fish,needs_review,18,18,100,0
recipes-beef-and-broccolihtml,Easy Beef and Broccoli,needs_review,15,15,100,0
recipes-beef-broccoli,Authentic Beef and Broccoli,needs_review,26,26,100,0
